"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0023312","AGP","PLN","625,05","2019-09-28"
"S0023311","TFS","PLN","417,16","2019-09-30"
"S0023310","TFS","PLN","429,66","2019-09-29"
"S0023308","ADB","PLN","451,89","2019-09-20"
"S0023305","ATH","PLN","277,8","2019-09-18"
"S0023300","BJV","PLN","177,79","2019-09-27"
"S0023298","ADB","PLN","451,89","2019-09-20"
"S0023297","ADB","PLN","466,7","2019-09-21"
"S0023284","NOS","PLN","1666,8","2019-10-09"
"S0023282","FAO","PLN","243,07","2019-09-20"
"S0023281","BJV","PLN","429,66","2019-09-29"
"S0023277","FUE","PLN","732","2019-09-27"
"S0023276","RHO","PLN","312,52","2019-09-25"
"S0023272","ACE","PLN","481,52","2019-10-14"
"S0023269","ACE","PLN","481,52","2019-10-22"
"S0023266","TCP","PLN","1038,69","2019-09-22"
"S0023263","SPC","PLN","222,24","2019-09-25"
"S0023260","ACE","PLN","481,52","2019-09-23"
"S0023252","HER","PLN","312,52","2019-09-20"
"S0023249","RHO","PLN","170,15","2019-09-20"
"S0023248","ZNZ","PLN","541,71","2019-09-27"
"S0023247","ZNZ","PLN","541,71","2019-09-20"
"S0023246","KVA","PLN","397,25","2019-09-20"
"S0023242","NOS","PLN","1393,63","2019-09-29"
"S0023241","FNC","PLN","540,78","2019-11-30"
"S0023240","FNC","PLN","563,01","2019-12-02"
"S0023239","FNC","PLN","703,76","2019-11-28"
"S0023237","SKG","PLN","430,59","2019-10-06"
"S0023233","LPA","PLN","629,68","2019-09-27"
"S0023228","FNC","PLN","444,48","2019-11-29"
"S0023219","CHQ","PLN","1314,92","2019-09-24"
"S0023218","CHQ","PLN","291,69","2019-09-19"
"S0023217","CHQ","PLN","277,8","2019-09-20"
"S0023216","RHO","PLN","170,15","2019-09-20"
"S0023215","CHQ","PLN","277,8","2019-09-20"
"S0023213","RHO","PLN","170,15","2019-09-20"
"S0023210","RHO","PLN","170,15","2019-09-20"
"S0023209","CHQ","PLN","277,8","2019-09-20"
"S0023208","PMO","PLN","569,95","2019-09-20"
"S0023207","PMO","PLN","236,13","2019-09-18"
"S0023206","HRG","PLN","742,33","2020-02-17"
"S0023203","HER","PLN","481,52","2019-09-24"
"S0023202","FUE","PLN","550,97","2019-09-20"
"S0023195","FUE","PLN","464,39","2019-09-18"
"S0023192","KVA","PLN","397,25","2019-09-20"
"S0023190","KVA","PLN","397,25","2019-09-20"
"S0023187","HER","PLN","1296,4","2019-09-19"
"S0023186","HER","PLN","1296,4","2019-09-19"
"S0023185","AYT","PLN","835,25","2019-09-23"
"S0023184","KVA","PLN","288,91","2019-09-18"
"S0023181","ZTH","PLN","250,02","2019-09-27"
"S0023180","BJV","PLN","429,66","2019-09-22"
"S0023179","BJV","PLN","429,66","2019-09-22"
"S0023178","HER","PLN","368,08","2019-09-18"
"S0023177","BJV","PLN","429,66","2019-09-22"
"S0023174","AGP","PLN","625,05","2019-09-27"
"S0023167","SPC","PLN","274,1","2019-09-21"
"S0023165","CHQ","PLN","277,8","2019-09-27"
"S0022927","CFU","PLN","208,35","2019-09-16"
"S0023160","CHQ","PLN","291,69","2019-09-24"
"S0023158","AGP","PLN","486,15","2019-09-18"
"S0023156","ZTH","PLN","354,19","2019-09-19"
"S0023155","HER","PLN","525,5","2019-10-18"
"S0023153","ZTH","PLN","208,35","2019-09-25"
"S0023152","ATH","PLN","486,15","2019-09-22"
"S0023149","FAO","PLN","243,07","2019-09-20"
"S0023146","FAO","PLN","243,07","2019-09-20"
"S0023144","ZNZ","PLN","895,9","2019-10-01"
"S0023142","KGS","PLN","340,3","2019-09-18"
"S0023141","ZNZ","PLN","423,64","2019-10-01"
"S0023140","LPA","PLN","437,07","2019-09-20"
"S0023139","ZNZ","PLN","541,71","2019-09-20"
"S0023138","ZNZ","PLN","569,49","2019-09-25"
"S0023136","KGS","PLN","326,41","2019-09-19"
"S0023133","ZTH","PLN","250,02","2019-09-22"
"S0023132","ZTH","PLN","236,13","2019-09-26"
"S0023128","FNC","PLN","614,86","2019-09-26"
"S0023127","AYT","PLN","835,25","2019-09-23"
"S0023126","AYT","PLN","835,25","2019-09-23"
"S0023118","HRG","PLN","59,73","2019-09-21"
"S0023117","CHQ","PLN","1314,92","2019-09-17"
"S0023116","AGP","PLN","590,32","2019-09-19"
"S0023114","HRG","PLN","239,6","2019-09-27"
"S0023112","HRG","PLN","569,26","2019-09-24"
"S0023111","HER","PLN","525,5","2019-09-20"
"S0023108","ACE","PLN","590,32","2019-11-04"
"S0023107","ACE","PLN","330,58","2019-11-07"
"S0023104","BJV","PLN","429,66","2019-09-18"
"S0023103","ZNZ","PLN","569,49","2019-09-18"
"S0023100","ZTH","PLN","812,56","2019-09-23"
"S0023097","HER","PLN","1296,4","2019-09-23"
"S0023096","ZTH","PLN","256,96","2019-10-16"
"S0023085","ACE","PLN","481,52","2019-09-16"
"S0023084","TFS","PLN","644,5","2019-09-25"
"S0023083","BCN","PLN","311,14","2019-09-19"
"S0023082","DJE","PLN","170,38","2019-09-21"
"S0023080","CHQ","PLN","437,53","2019-09-22"
"S0023079","CHQ","PLN","716,49","2019-09-21"
"S0023078","ZTH","PLN","208,35","2019-09-18"
"S0023077","ZTH","PLN","256,96","2019-09-25"
"S0023076","ZTH","PLN","347,25","2019-09-26"
"S0023073","SID","PLN","162,05","2019-09-19"
"S0023072","FUE","PLN","651,9","2019-09-21"
"S0023071","SID","PLN","162,05","2019-09-19"
"S0023070","FUE","PLN","684,78","2019-09-18"
"S0023068","LPA","PLN","393,55","2019-09-23"
"S0023067","LPA","PLN","247,94","2019-09-20"
"S0023062","BCN","PLN","481,52","2019-09-26"
"S0023059","CFU","PLN","312,52","2019-09-20"
"S0023058","FNC","EUR","629,68","2019-09-19"
"S0023057","RMF","PLN","631,95","2019-09-26"
"S0023054","BJV","PLN","644,5","2019-09-25"
"S0023053","BJV","PLN","700,06","2019-09-24"
"S0023052","HRG","PLN","569,26","2019-09-28"
"S0023051","HRG","PLN","599,21","2019-09-21"
"S0023049","SLL","PLN","307,57","2019-11-04"
"S0023047","ZTH","PLN","625,05","2019-09-24"
"S0023045","SUF","PLN","533,38","2019-09-17"
"S0023044","ZTH","PLN","375,03","2019-09-22"
"S0023043","ACE","PLN","740,8","2019-11-04"
"S0023042","ACE","PLN","740,8","2019-11-04"
"S0023040","BJV","PLN","177,79","2019-10-15"
"S0023039","ZTH","PLN","812,56","2019-09-23"
"S0023038","HER","PLN","525,5","2019-09-20"
"S0023037","TFS","PLN","488","2019-09-23"
"S0023035","SKG","PLN","430,59","2019-10-06"
"S0023033","SPC","PLN","444,48","2019-09-18"
"S0023032","CHQ","PLN","291,69","2019-09-22"
"S0023029","HER","PLN","1620,5","2019-09-23"
"S0023027","FAO","PLN","394,75","2019-09-24"
"S0023026","SID","PLN","8854,87","2019-10-03"
"S0023023","NOS","PLN","288,91","2019-12-03"
"S0023022","ZTH","PLN","416,7","2019-09-17"
"S0023021","RHO","PLN","340,3","2019-09-20"
"S0023019","NBE","PLN","370,4","2019-10-05"
"S0023015","KVA","PLN","397,25","2019-09-19"
"S0023014","ZNZ","PLN","541,71","2019-09-27"
"S0023013","KVA","PLN","397,25","2019-09-19"
"S0023012","ZNZ","PLN","541,71","2019-09-27"
"S0023011","KVA","PLN","288,91","2019-09-21"
"S0023010","ZNZ","PLN","541,71","2019-09-27"
"S0023007","CHQ","EUR","291,69","2019-09-17"
"S0023002","FNC","PLN","422,26","2019-12-09"
"S0023001","ZNZ","PLN","569,49","2019-09-18"
"S0022997","ZNZ","PLN","541,71","2019-09-20"
"S0022996","CHQ","PLN","145,84","2019-09-19"
"S0022994","ACE","PLN","362,07","2019-09-16"
"S0022993","HER","PLN","363,45","2019-09-24"
"S0022990","RMF","PLN","659,87","2019-12-26"
"S0022984","BCN","PLN","311,14","2019-09-19"
"S0022983","ATH","PLN","486,15","2019-09-22"
"S0022981","AYT","PLN","417,63","2019-09-19"
"S0022980","HRG","PLN","569,26","2019-09-22"
"S0022976","HRG","PLN","569,26","2019-09-28"
"S0022975","GPA","PLN","548,65","2019-09-19"
"S0022974","HER","PLN","363,45","2019-09-17"
"S0022973","HER","PLN","560,23","2019-09-27"
"S0022968","LPA","PLN","543,1","2019-09-26"
"S0022961","PMI","PLN","425,03","2019-09-27"
"S0022954","NBE","PLN","251,87","2019-09-24"
"S0022951","RMI","PLN","187,98","2019-09-16"
"S0022950","ZNZ","PLN","1791,81","2019-10-01"
"S0022949","RMI","PLN","550,97","2019-09-19"
"S0022947","LPA","PLN","417,16","2019-09-22"
"S0022946","TIA","PLN","347,25","2019-09-16"
"S0022945","ZTH","PLN","250,02","2019-09-15"
"S0022943","AGA","PLN","208,35","2019-09-19"
"S0022942","AGA","PLN","381,97","2019-09-17"
"S0022941","AGA","PLN","520,87","2019-09-15"
"S0022940","AGA","PLN","520,87","2019-09-15"
"S0022934","LPA","PLN","393,55","2019-09-30"
"S0022932","AGP","PLN","590,32","2019-09-19"
"S0022930","CFU","PLN","277,8","2019-09-18"
"S0022929","SID","PLN","250,02","2019-09-20"
"S0022928","HRG","PLN","209,74","2019-09-24"
"S0022924","HRG","PLN","149,32","2019-09-23"
"S0022920","BJV","PLN","288,91","2019-09-22"
"S0022919","HER","PLN","326,41","2019-09-22"
"S0022917","BJV","PLN","444,48","2019-09-25"
"S0022914","VAR","PLN","311,14","2019-09-16"
"S0022912","VAR","PLN","281,5","2019-09-18"
"S0022911","FUE","PLN","651,9","2019-09-21"
"S0022910","VAR","PLN","311,14","2019-09-16"
"S0022908","TIA","PLN","173,62","2019-09-17"
"S0022907","HER","PLN","1365,85","2019-09-23"
"S0022905","AGA","PLN","381,97","2019-09-17"
"S0022904","CHQ","PLN","456,05","2019-09-22"
"S0022903","AGA","PLN","381,97","2019-09-17"
"S0022902","CHQ","PLN","291,69","2019-09-19"
"S0022901","ZTH","PLN","322,94","2019-09-18"
"S0022896","PFO","PLN","838,96","2019-09-23"
"S0022895","ACE","PLN","464,39","2019-09-24"
"S0022894","PFO","PLN","1044,53","2019-09-22"
"S0022887","FAO","PLN","486,15","2019-09-28"
"S0022885","TCP","PLN","1038,69","2019-10-06"
"S0022881","NOS","PLN","364,61","2019-12-05"
"S0022880","NOS","PLN","407,44","2019-12-01"
"S0022876","BJV","PLN","444,48","2019-09-25"
"S0022875","TIV","PLN","991,75","2019-09-24"
"S0022874","PMI","PLN","425,03","2019-09-20"
"S0022865","PMI","PLN","425,03","2019-09-20"
"S0022864","ZTH","PLN","416,7","2019-09-29"
"S0022863","ZTH","PLN","236,13","2019-09-26"
"S0022862","TIV","PLN","991,75","2019-09-24"
"S0022861","HRG","PLN","149,32","2019-09-23"
"S0022860","HRG","PLN","209,74","2019-09-24"
"S0022859","HRG","PLN","59,73","2019-09-21"
"S0022857","HRG","PLN","149,32","2019-09-23"
"S0022855","AYT","PLN","493,56","2019-09-22"
"S0022853","AYT","PLN","721,35","2019-09-23"
"S0022850","PMO","EUR","177,1","2019-09-17"
"S0022845","BJV","PLN","466,7","2019-09-24"
"S0022844","HER","PLN","525,5","2019-10-18"
"S0022842","DJE","PLN","170,38","2019-09-17"
"S0022837","HER","PLN","525,5","2019-09-20"
"S0022835","HER","PLN","305,58","2019-09-21"
"S0022831","HER","PLN","305,58","2019-09-21"
"S0022830","HER","PLN","525,5","2019-09-20"
"S0022829","ZTH","PLN","236,13","2019-09-16"
"S0022827","CHQ","PLN","586,27","2019-09-18"
"S0022826","RMF","PLN","204,18","2019-09-19"
"S0022825","ZTH","PLN","236,13","2019-09-16"
"S0022824","DJE","PLN","170,38","2019-09-17"
"S0022822","CFU","PLN","312,52","2019-09-23"
"S0022821","FNC","EUR","444,48","2019-09-16"
"S0022820","FNC","EUR","318,54","2019-09-15"
"S0022819","AYT","PLN","417,63","2019-09-26"
"S0022818","FNC","EUR","444,48","2019-09-15"
"S0022817","FNC","EUR","444,48","2019-09-15"
"S0022814","DJE","PLN","74,08","2019-09-24"
"S0022813","BJV","PLN","466,7","2019-09-24"
"S0022812","BJV","PLN","466,7","2019-09-24"
"S0022811","BJV","PLN","444,48","2019-09-22"
"S0022808","AGP","PLN","590,32","2019-09-19"
"S0022806","BCN","PLN","267,61","2019-09-23"
"S0022804","FNC","EUR","222,24","2019-09-15"
"S0022802","FNC","EUR","133,34","2019-09-21"
"S0022798","LPA","PLN","417,16","2019-09-20"
"S0022793","TCP","PLN","359,52","2019-09-16"
"S0022791","TIA","PLN","347,25","2019-09-16"
"S0022788","TIA","PLN","347,25","2019-09-16"
"S0022787","TIA","PLN","486,15","2019-09-18"
"S0022786","TCP","PLN","359,52","2019-09-16"
"S0022784","CHQ","PLN","291,69","2019-09-19"
"S0022782","ZTH","PLN","472,26","2019-09-26"
"S0022707","CFU","PLN","277,8","2019-09-16"
"S0022781","TFS","PLN","488","2019-09-23"
"S0022780","ZTH","PLN","208,35","2019-09-25"
"S0022779","TFS","PLN","511,61","2019-09-25"
"S0022776","PMI","PLN","425,03","2019-09-20"
"S0022773","ZTH","PLN","208,35","2019-09-18"
"S0022772","ZTH","PLN","250,02","2019-09-15"
"S0022769","PMI","PLN","425,03","2019-09-20"
"S0022768","TCP","PLN","359,52","2019-09-16"
"S0022767","TIA","PLN","434,06","2019-09-16"
"S0022766","VAR","PLN","385,22","2019-09-18"
"S0022764","FNC","PLN","305,58","2019-12-04"
"S0022763","VAR","PLN","311,14","2019-09-16"
"S0022760","AYT","PLN","417,63","2019-09-15"
"S0022759","RMF","PLN","456,98","2019-09-16"
"S0022758","RMF","PLN","456,98","2019-09-16"
"S0022755","NOS","PLN","1393,63","2019-10-13"
"S0022749","KGS","PLN","326,41","2019-09-16"
"S0022748","CHQ","PLN","1259,36","2020-06-20"
"S0022747","HER","PLN","1365,85","2019-09-23"
"S0022743","FAO","PLN","243,07","2019-10-01"
"S0022740","KGS","PLN","245,39","2019-09-19"
"S0022739","TIA","PLN","243,07","2019-09-18"
"S0022736","HRG","PLN","239,6","2019-09-16"
"S0022601","BOJ","PLN","340,3","2019-09-18"
"S0022733","AGA","PLN","236,13","2019-09-14"
"S0022732","NOS","PLN","577,82","2019-09-17"
"S0022731","DJE","PLN","255,58","2019-09-21"
"S0022722","TFS","PLN","644,5","2019-09-18"
"S0022720","TFS","PLN","519,49","2019-09-14"
"S0022719","CFU","PLN","312,52","2019-09-23"
"S0022718","AGA","PLN","381,97","2019-09-17"
"S0022716","TFS","PLN","422,26","2019-09-15"
"S0022715","TIV","PLN","488","2019-09-15"
"S0022713","RHO","PLN","388,92","2019-09-28"
"S0022711","CFU","PLN","111,12","2019-09-16"
"S0022708","CFU","PLN","125,01","2019-09-20"
"S0022705","NBE","PLN","296,32","2019-09-17"
"S0022704","NBE","PLN","133,34","2019-09-18"
"S0022703","CFU","PLN","208,35","2019-09-18"
"S0022697","TIA","PLN","347,25","2019-09-15"
"S0022685","ZTH","PLN","250,02","2019-09-15"
"S0022682","NBE","PLN","614,86","2019-09-15"
"S0022681","ZTH","PLN","236,13","2019-09-16"
"S0022679","RHO","PLN","388,92","2019-09-21"
"S0022678","RHO","PLN","388,92","2019-09-21"
"S0022677","TFS","PLN","338,45","2019-09-17"
"S0022672","BJV","PLN","444,48","2019-09-25"
"S0022669","ACE","PLN","481,52","2019-09-23"
"S0022666","CHQ","PLN","291,69","2019-09-22"
"S0022665","ZTH","PLN","520,87","2019-09-19"
"S0022664","PFO","PLN","347,25","2019-10-05"
"S0022663","TFS","PLN","422,26","2019-09-14"
"S0022662","FNC","PLN","407,44","2019-09-16"
"S0022661","ZTH","PLN","250,02","2019-09-20"
"S0022659","ZTH","PLN","250,02","2019-09-22"
"S0022657","SUF","PLN","533,38","2019-09-17"
"S0022656","PFO","PLN","696,35","2019-10-06"
"S0022655","NOS","PLN","555,6","2019-10-06"
"S0022652","NOS","PLN","577,82","2019-10-08"
"S0022650","NOS","PLN","2090,44","2019-09-22"
"S0022648","ZTH","PLN","215,29","2020-09-07"
"S0022646","AGP","PLN","347,25","2019-09-22"
"S0022644","PMI","PLN","621,81","2019-09-18"
"S0022643","KVA","PLN","397,25","2019-09-26"
"S0022642","KVA","PLN","397,25","2019-09-27"
"S0022641","TCP","PLN","719,04","2019-09-23"
"S0022640","KVA","PLN","288,91","2019-09-25"
"S0022639","TCP","PLN","2876,25","2019-09-20"
"S0022638","HER","PLN","277,8","2019-09-17"
"S0022637","TIA","PLN","347,25","2019-09-16"
"S0022636","ZTH","PLN","375,03","2020-05-29"
"S0022635","RHO","PLN","312,52","2019-09-25"
"S0022634","HER","PLN","312,52","2019-09-15"
"S0022633","CHQ","PLN","456,05","2019-09-18"
"S0022630","RMF","PLN","304,65","2019-09-16"
"S0022627","RMF","PLN","570,42","2019-09-17"
"S0022626","NOS","PLN","555,6","2019-09-16"
"S0022625","HER","PLN","604,21","2019-10-02"
"S0022624","BJV","PLN","655,61","2019-09-26"
"S0022623","CHQ","PLN","277,8","2019-09-20"
"S0022622","CHQ","PLN","270,85","2020-06-25"
"S0022621","CHQ","PLN","291,69","2020-06-25"
"S0022619","CHQ","PLN","270,85","2020-06-25"
"S0022618","HER","PLN","468,79","2019-10-05"
"S0022617","CHQ","PLN","409,75","2020-06-24"
"S0022616","RMF","PLN","631,95","2019-09-19"
"S0022613","CHQ","PLN","1259,36","2020-06-20"
"S0022612","CHQ","PLN","1393,63","2020-06-20"
"S0022610","NBE","PLN","622,27","2019-09-15"
"S0022609","FNC","PLN","527,82","2019-12-12"
"S0022608","CHQ","PLN","145,84","2019-10-08"
"S0022607","FNC","PLN","629,68","2019-09-26"
"S0022606","CHQ","PLN","657,46","2019-10-05"
"S0022605","FNC","PLN","405,59","2019-12-06"
"S0022599","TIA","PLN","347,25","2019-09-16"
"S0022591","AYT","PLN","1514,84","2019-09-17"
"S0022589","AYT","PLN","1514,84","2019-09-17"
"S0022588","RHO","PLN","234,37","2019-09-18"
"S0022587","RHO","PLN","390,64","2019-09-18"
"S0022584","AYT","PLN","1514,84","2019-09-17"
"S0022582","SKG","PLN","333,36","2019-09-23"
"S0022581","KVA","PLN","397,25","2019-09-19"
"S0022579","ZTH","PLN","250,02","2019-09-15"
"S0022575","HER","PLN","560,23","2019-09-20"
"S0022573","PMI","PLN","495,87","2019-09-23"
"S0022542","ZTH","PLN","208,35","2019-09-18"
"S0022572","PMI","PLN","425,03","2019-09-20"
"S0022571","PMI","PLN","401,42","2019-09-19"
"S0022570","BJV","PLN","700,06","2019-09-24"
"S0022568","ZTH","PLN","250,02","2019-09-15"
"S0022567","BJV","PLN","644,5","2019-09-25"
"S0022563","ZTH","PLN","236,13","2019-10-03"
"S0022558","ZTH","PLN","416,7","2019-09-15"
"S0022556","DJE","PLN","170,38","2019-09-14"
"S0022551","DJE","PLN","170,38","2019-09-14"
"S0022550","TIV","PLN","377,81","2019-09-16"
"S0022549","KGS","PLN","245,39","2019-09-26"
"S0022543","ZTH","PLN","416,7","2019-09-17"
"S0022540","HRG","PLN","59,73","2019-09-28"
"S0022539","ZTH","PLN","250,02","2019-09-20"
"S0022537","CHQ","PLN","586,27","2019-09-18"
"S0022534","TFS","PLN","570,42","2019-10-16"
"S0022533","ZTH","PLN","381,97","2020-09-27"
"S0022532","TFS","PLN","338,45","2019-09-17"
"S0022530","NOS","PLN","1393,63","2019-09-15"
"S0022529","ZTH","PLN","416,7","2019-09-24"
"S0022528","PMO","PLN","393,55","2019-09-19"
"S0022524","NOS","PLN","1393,63","2019-10-13"
"S0022522","TIA","PLN","434,06","2019-09-15"
"S0022520","LPA","PLN","543,1","2019-09-26"
"S0022516","PMO","PLN","432,9","2019-09-17"
"S0022514","CHQ","PLN","456,05","2019-09-25"
"S0022513","CHQ","PLN","277,8","2019-09-27"
"S0022512","CHQ","PLN","256,96","2019-09-24"
"S0022510","LPA","PLN","629,68","2019-09-27"
"S0022508","ZTH","PLN","416,7","2019-09-24"
"S0022507","LPA","PLN","629,68","2019-09-27"
"S0022504","LPA","PLN","543,1","2019-09-26"
"S0022503","NBE","EUR","622,27","2019-09-22"
"S0022501","LPA","PLN","543,1","2019-09-26"
"S0022500","NBE","EUR","251,87","2019-10-01"
"S0022498","TIA","PLN","347,25","2019-09-16"
"S0022496","HER","PLN","368,08","2019-09-29"
"S0022495","LPA","PLN","629,68","2019-09-27"
"S0022494","LPA","PLN","629,68","2019-09-27"
"S0022493","LPA","PLN","543,1","2019-09-26"
"S0022492","SKG","EUR","215,29","2019-09-29"
"S0022491","NBE","EUR","251,87","2019-10-01"
"S0022490","LPA","PLN","543,1","2019-09-26"
"S0022489","HER","PLN","560,23","2019-09-27"
"S0022485","BJV","PLN","437,07","2019-09-22"
"S0022483","BJV","PLN","437,07","2019-09-17"
"S0022480","CFU","PLN","208,35","2019-09-19"
"S0022479","AYT","PLN","113,9","2019-09-24"
"S0022477","FNC","PLN","444,48","2019-09-16"
"S0022475","FNC","PLN","318,54","2019-09-15"
"S0022474","KGS","PLN","342,71","2020-06-04"
"S0022472","ZTH","PLN","250,02","2019-09-15"
"S0022471","FUE","PLN","651,9","2019-09-21"
"S0022470","TIA","PLN","347,25","2019-09-15"
"S0022469","RHO","PLN","375,03","2020-06-06"
"S0022461","TIA","PLN","243,07","2019-09-18"
"S0022458","TFS","PLN","422,26","2019-09-14"
"S0022457","AGA","PLN","441,01","2019-09-16"
"S0022453","AGP","PLN","347,25","2019-09-15"
"S0022450","NOS","PLN","696,81","2019-09-15"
"S0022449","TCP","PLN","1038,69","2019-10-06"
"S0022448","CFU","PLN","208,35","2019-09-19"
"S0022447","CFU","PLN","208,35","2019-09-18"
"S0022443","CFU","PLN","277,8","2019-09-17"
"S0022441","TIV","PLN","495,87","2019-09-17"
"S0022440","CHQ","PLN","456,05","2019-09-14"
"S0022439","AYT","PLN","417,63","2019-09-22"
"S0022438","CFU","PLN","208,35","2019-09-18"
"S0022436","TIA","PLN","347,25","2019-09-22"
"S0022433","CFU","PLN","312,52","2019-09-18"
"S0022430","FAO","PLN","486,15","2019-09-21"
"S0022429","TFS","PLN","330,58","2019-10-12"
"S0022428","TFS","PLN","570,42","2019-10-16"
"S0022427","TIV","PLN","488","2019-09-22"
"S0022425","ZTH","EUR","250,02","2019-09-15"
"S0022424","FNC","PLN","444,48","2019-09-23"
"S0022423","FNC","PLN","466,7","2019-09-20"
"S0022421","TIV","PLN","495,87","2019-09-24"
"S0022420","ATH","PLN","569,49","2019-09-21"
"S0022419","FNC","PLN","266,69","2019-09-21"
"S0022418","ZTH","EUR","250,02","2019-09-15"
"S0022417","ATH","PLN","625,05","2019-09-20"
"S0022416","AYT","PLN","372,07","2019-09-13"
"S0022415","FUE","PLN","464,39","2019-09-19"
"S0022414","TIA","PLN","833,4","2019-09-19"
"S0022413","TIA","PLN","486,15","2019-09-21"
"S0022412","CHQ","PLN","1314,92","2019-09-17"
"S0022411","CHQ","PLN","291,69","2019-09-19"
"S0022410","ADB","PLN","466,7","2019-09-21"
"S0022408","AYT","PLN","398,64","2019-09-19"
"S0022407","AYT","PLN","835,25","2019-09-26"
"S0022406","DJE","PLN","170,38","2019-09-15"
"S0022404","NBE","PLN","444,48","2019-09-17"
"S0022402","HER","PLN","439,85","2019-09-17"
"S0022400","CHQ","PLN","912,11","2019-09-21"
"S0022399","BCN","PLN","370,4","2019-09-20"
"S0022397","FUE","PLN","275,48","2019-09-24"
"S0022396","FUE","PLN","651,9","2019-09-21"
"S0022393","TCP","PLN","1038,69","2019-09-15"
"S0022388","BCN","PLN","429,66","2019-09-17"
"S0022387","SPC","PLN","444,48","2019-09-18"
"S0022386","ADB","PLN","429,66","2019-09-21"
"S0022385","VAR","PLN","422,26","2019-09-15"
"S0022384","BCN","PLN","311,14","2019-09-19"
"S0022382","CHQ","PLN","684,08","2019-09-18"
"S0022380","TIA","PLN","1250,1","2019-09-19"
"S0022378","TFS","PLN","422,26","2019-09-21"
"S0022376","TFS","PLN","511,61","2019-09-18"
"S0022374","TFS","PLN","511,61","2019-09-18"
"S0022371","TFS","PLN","417,16","2019-09-16"
"S0022370","NOS","PLN","577,82","2019-09-17"
"S0022369","RHO","PLN","298,63","2020-06-03"
"S0022368","NOS","PLN","555,6","2019-09-16"
"S0022367","RHO","PLN","388,92","2019-09-14"
"S0022366","TFS","PLN","330,58","2019-09-14"
"S0022365","NOS","PLN","577,82","2019-09-17"
"S0022364","RHO","PLN","326,41","2020-06-05"
"S0022361","HRG","PLN","59,73","2019-09-14"
