"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0057068","TIA","PLN","188,37","2021-08-29"
"S0057066","AYT","EUR","301,01","2021-08-19"
"S0057066","AYT","EUR","411,9","2021-08-20"
"S0057065","AYT","EUR","934,7","2021-08-19"
"S0057064","HRG","PLN","554,37","2021-08-31"
"S0057063","AYT","EUR","301,01","2021-08-19"
"S0057062","HER","PLN","340,51","2021-08-20"
"S0057061","FAO","EUR","650,85","2021-08-19"
"S0057060","CFU","PLN","568,73","2021-08-19"
"S0057058","CFU","PLN","1159,2","2021-08-20"
"S0057057","AYT","EUR","308,93","2021-08-19"
"S0057055","BJV","PLN","417,31","2021-09-15"
"S0057054","AYT","EUR","376,26","2021-08-19"
"S0057053","AYT","EUR","158,42","2021-08-18"
"S0057052","AYT","EUR","158,42","2021-08-18"
"S0057051","AYT","EUR","641,62","2021-08-18"
"S0057051","AYT","EUR","277,24","2021-08-18"
"S0057048","BJV","PLN","262,75","2021-09-14"
"S0057046","CFU","PLN","568,73","2021-08-19"
"S0057045","AYT","EUR","118,82","2021-08-18"
"S0057044","AYT","EUR","118,82","2021-08-18"
"S0057041","AYT","PLN","376,26","2021-08-18"
"S0057040","AYT","EUR","863,41","2021-08-18"
"S0057039","AYT","EUR","685,18","2021-08-20"
"S0057038","CFU","PLN","579,6","2021-08-20"
"S0057036","BJV","PLN","405,72","2021-08-19"
"S0057034","CFU","PLN","579,6","2021-08-20"
"S0057033","TIA","PLN","905,62","2021-08-20"
"S0057029","RHO","PLN","355","2021-09-05"
"S0057024","RMF","PLN","471,46","2021-08-25"
"S0057023","DJE","PLN","193,2","2021-08-22"
"S0057022","ACE","PLN","502,32","2021-08-23"
"S0057020","LPA","PLN","1170,07","2021-08-26"
"S0057017","BJV","PLN","455,95","2021-08-25"
"S0057017","BJV","PLN","115,92","2021-08-28"
"S0052853","RMF","PLN","687,01","2021-08-19"
"S0057016","HRG","EUR","585,15","2021-08-24"
"S0057016","HRG","EUR","264,87","2021-08-28"
"S0057015","SUF","EUR","1267,87","2021-08-17"
"S0057014","SUF","EUR","670,16","2021-08-17"
"S0057013","SUF","EUR","1014,3","2021-08-17"
"S0057012","SUF","EUR","670,16","2021-08-17"
"S0057011","SUF","EUR","452,09","2021-08-21"
"S0057010","SUF","EUR","452,09","2021-08-21"
"S0057008","SUF","EUR","1043,28","2021-08-21"
"S0057005","HER","PLN","383,98","2021-08-28"
"S0057004","SUF","EUR","507,15","2021-08-17"
"S0057003","SUF","EUR","670,16","2021-08-17"
"S0057002","SUF","EUR","923,74","2021-08-18"
"S0057001","SUF","EUR","730,3","2021-08-18"
"S0057000","SUF","EUR","417,31","2021-08-18"
"S0056999","BOJ","EUR","540,96","2021-08-18"
"S0056998","SUF","EUR","625,97","2021-08-18"
"S0056997","BOJ","PLN","401,86","2021-08-28"
"S0056996","SUF","EUR","312,98","2021-08-18"
"S0056995","CFU","PLN","253,57","2021-08-30"
"S0056994","SUF","EUR","670,16","2021-08-17"
"S0056992","KGS","PLN","532,51","2021-08-25"
"S0056991","CHQ","PLN","662,92","2021-08-20"
"S0056822","FNC","PLN","425,04","2021-08-23"
"S0056990","SUF","EUR","521,64","2021-08-18"
"S0056989","PMI","PLN","172,43","2021-08-19"
"S0056988","SUF","EUR","730,3","2021-08-18"
"S0056987","ZTH","PLN","854,91","2021-08-30"
"S0056985","RHO","PLN","362,25","2021-08-24"
"S0056984","VAR","EUR","884,86","2021-08-24"
"S0056982","OLB","PLN","772,8","2021-09-23"
"S0056983","BOJ","EUR","673,3","2021-08-17"
"S0056980","ZTH","PLN","231,84","2021-09-15"
"S0054877","KGS","PLN","608,58","2021-08-26"
"S0054877","KGS","PLN","570,52","2021-08-24"
"S0056976","TIA","PLN","434,7","2021-08-19"
"S0056974","ZNZ","PLN","431,16","2021-08-24"
"S0056973","ADB","PLN","641,62","2021-08-22"
"S0056967","JTR","PLN","656,88","2021-08-23"
"S0056964","TIA","PLN","543,37","2021-08-20"
"S0056963","HER","PLN","1555,26","2021-08-24"
"S0056960","BOJ","EUR","633,7","2021-08-18"
"S0056959","TIA","EUR","253,57","2021-08-17"
"S0056958","TIA","EUR","253,57","2021-08-17"
"S0056957","TIA","EUR","253,57","2021-08-17"
"S0056956","TIA","EUR","507,15","2021-08-17"
"S0056954","TIA","EUR","507,15","2021-08-20"
"S0056953","CHQ","PLN","318,78","2021-08-26"
"S0056855","RMF","PLN","2443,34","2021-09-05"
"S0056855","RMF","PLN","977,33","2021-09-08"
"S0056952","TIA","EUR","380,36","2021-08-17"
"S0056951","TIA","EUR","253,57","2021-08-17"
"S0056950","PMO","PLN","533,71","2021-08-21"
"S0056949","PMO","PLN","369,49","2021-08-18"
"S0056946","TIA","EUR","507,15","2021-08-17"
"S0056945","TIA","EUR","507,15","2021-08-17"
"S0056945","TIA","EUR","362,25","2021-08-20"
"S0056944","TIA","EUR","253,57","2021-08-17"
"S0056943","RMF","PLN","477,21","2021-08-25"
"S0056942","TIA","EUR","253,57","2021-08-17"
"S0056941","TIA","PLN","724,5","2021-08-25"
"S0056941","TIA","PLN","869,4","2021-08-26"
"S0056939","SKG","PLN","420,21","2021-08-21"
"S0056939","SKG","PLN","304,29","2021-08-20"
"S0056936","CHQ","PLN","441,94","2021-08-20"
"S0056934","TIA","EUR","434,7","2021-08-19"
"S0056933","SID","PLN","260,82","2021-09-16"
"S0056932","SID","PLN","169,05","2021-09-14"
"S0056931","PUJ","PLN","1603,63","2021-08-26"
"S0056892","TIA","EUR","434,7","2021-08-19"
"S0056930","TIA","PLN","362,25","2021-08-21"
"S0056928","SID","PLN","169,05","2021-08-24"
"S0056927","TIA","EUR","434,7","2021-08-19"
"S0056925","TIA","EUR","362,25","2021-08-20"
"S0056924","FUE","PLN","687,79","2021-08-28"
"S0056924","FUE","PLN","409,58","2021-09-01"
"S0056922","TIA","EUR","507,15","2021-08-17"
"S0056922","TIA","EUR","1177,31","2021-08-20"
"S0056922","TIA","EUR","434,7","2021-08-19"
"S0056921","AYT","PLN","530,72","2021-09-12"
"S0056920","SID","PLN","169,05","2021-09-14"
"S0056918","TIA","EUR","507,15","2021-08-17"
"S0056917","RHO","PLN","355","2021-08-22"
"S0056917","RHO","PLN","326,02","2021-08-25"
"S0056916","HER","PLN","674,99","2021-08-27"
"S0056674","VAR","PLN","615,82","2021-08-20"
"S0056915","HER","PLN","411,76","2021-08-27"
"S0056914","ADB","EUR","368,34","2021-08-17"
"S0056821","HRG","PLN","923,95","2021-08-22"
"S0056910","HER","PLN","449,19","2021-08-25"
"S0056910","HER","PLN","526,47","2021-08-27"
"S0056908","TIA","EUR","362,25","2021-08-20"
"S0056907","BOJ","EUR","633,7","2021-08-18"
"S0056906","TIA","EUR","398,47","2021-08-17"
"S0056904","TIA","EUR","543,37","2021-08-20"
"S0056903","BOJ","EUR","602,78","2021-08-18"
"S0056901","TIA","EUR","434,7","2021-08-19"
"S0056900","BOJ","EUR","486,86","2021-08-17"
"S0056899","AYT","PLN","823,8","2021-08-20"
"S0056898","BOJ","EUR","486,86","2021-08-17"
"S0056897","TIA","EUR","362,25","2021-08-18"
"S0056894","AYT","PLN","1061,44","2021-08-22"
"S0056895","BOJ","EUR","455,95","2021-08-18"
"S0056893","TIA","EUR","362,25","2021-08-20"
"S0056892","TIA","EUR","181,12","2021-08-23"
"S0056891","TIA","EUR","652,05","2021-08-20"
"S0056888","TIA","EUR","507,15","2021-08-20"
"S0056887","TIA","EUR","1159,2","2021-08-17"
"S0056887","TIA","EUR","978,07","2021-08-19"
"S0056885","TIA","EUR","905,62","2021-08-20"
"S0056884","ZTH","PLN","449,19","2021-08-24"
"S0056883","SUF","EUR","312,98","2021-08-18"
"S0056882","BOJ","EUR","486,86","2021-08-17"
"S0056881","TIA","EUR","380,36","2021-08-22"
"S0056880","AYT","PLN","411,9","2021-09-03"
"S0056822","FNC","PLN","425,04","2021-08-21"
"S0056879","BOJ","EUR","587,33","2021-08-20"
"S0056875","TIA","EUR","441,94","2021-08-17"
"S0056872","BOJ","EUR","390,26","2021-08-17"
"S0056871","ZTH","PLN","347,76","2021-08-21"
"S0056871","ZTH","PLN","391,23","2021-08-20"
"S0056870","BOJ","EUR","146,83","2021-08-20"
"S0056869","BOJ","EUR","486,86","2021-08-17"
"S0056867","BOJ","EUR","231,84","2021-08-20"
"S0056866","RMF","PLN","574,91","2021-08-19"
"S0056865","BOJ","EUR","293,66","2021-08-16"
"S0056864","BOJ","EUR","602,78","2021-08-18"
"S0056344","VAR","EUR","270,48","2021-08-20"
"S0056863","CHQ","PLN","318,78","2021-08-19"
"S0056860","AYT","PLN","669,34","2021-08-22"
"S0056858","AGP","PLN","434,7","2021-08-22"
"S0056857","FUE","PLN","648,67","2021-08-19"
"S0056854","SKG","PLN","456,43","2021-08-20"
"S0056853","FAH","PLN","217,35","2021-08-25"
"S0056853","FAH","PLN","449,19","2021-08-27"
"S0056853","FAH","PLN","355","2021-08-28"
"S0056850","FNC","PLN","332,3","2021-08-22"
"S0056850","FNC","PLN","347,76","2021-08-18"
"S0056852","KGS","PLN","434,7","2021-08-19"
"S0056851","TIA","PLN","362,25","2021-08-20"
"S0056847","AYT","PLN","653,5","2021-08-17"
"S0056846","AYT","PLN","653,5","2021-08-17"
"S0056845","ZTH","PLN","260,82","2021-08-22"
"S0056844","RHO","PLN","405,72","2021-08-21"
"S0056843","SPC","PLN","180,64","2021-08-19"
"S0056842","FNC","PLN","486,86","2021-08-19"
"S0056842","FNC","PLN","463,68","2021-08-20"
"S0056842","FNC","PLN","641,42","2021-08-23"
"S0056841","KGS","PLN","355","2021-08-18"
"S0056840","AYT","PLN","796,08","2021-08-26"
"S0056718","KGS","PLN","326,02","2021-08-20"
"S0056718","KGS","PLN","347,76","2021-08-19"
"S0056839","TIV","PLN","391,23","2021-08-17"
"S0056838","FNC","PLN","801,78","2021-08-20"
"S0056744","KGS","EUR","326,02","2021-08-20"
"S0056744","KGS","EUR","347,76","2021-08-19"
"S0056836","KGS","EUR","347,76","2021-08-19"
"S0056834","CFU","PLN","326,02","2021-09-09"
"S0056833","ZNZ","PLN","2078,88","2021-08-23"
"S0056832","CFU","PLN","326,02","2021-09-09"
"S0056830","SPC","PLN","533,71","2021-08-21"
"S0056826","RHO","PLN","326,02","2021-08-18"
"S0056824","SUF","PLN","591,19","2021-08-31"
"S0056823","RHO","PLN","326,02","2021-08-18"
"S0056822","FNC","PLN","193,2","2021-08-24"
"S0056820","TIA","PLN","362,25","2021-08-20"
"S0056818","LCA","PLN","451,6","2021-08-17"
"S0056817","AGP","PLN","543,37","2021-08-25"
"S0056816","VAR","PLN","347,76","2021-08-23"
"S0056815","OLB","PLN","1680,84","2021-08-27"
"S0056811","BJV","PLN","115,92","2021-08-17"
"S0056810","BJV","PLN","301,39","2021-08-19"
"S0056809","LCA","PLN","451,6","2021-08-17"
"S0056807","KGS","PLN","326,02","2021-08-17"
"S0056806","RHO","PLN","443,74","2021-08-22"
"S0056805","RHO","PLN","443,74","2021-08-22"
"S0056804","FUE","PLN","409,58","2021-08-18"
"S0056804","FUE","PLN","484,45","2021-08-20"
"S0056804","FUE","PLN","517,29","2021-08-19"
"S0056803","CFU","PLN","326,02","2021-08-29"
"S0056802","AGP","PLN","470,92","2021-08-18"
"S0056798","AYT","EUR","697,07","2021-08-17"
"S0056795","AYT","EUR","641,62","2021-08-23"
"S0056794","AYT","EUR","1663,45","2021-08-17"
"S0056793","HRG","PLN","554,37","2021-09-21"
"S0056793","HRG","PLN","461,98","2021-09-19"
"S0056792","ZTH","PLN","260,82","2021-08-29"
"S0056791","AYT","EUR","1061,44","2021-08-19"
"S0056791","AYT","EUR","506,96","2021-08-18"
"S0056789","ZTH","PLN","681,03","2021-08-30"
"S0056788","FNC","PLN","173,88","2021-09-01"
"S0056786","VAR","CZK","903,21","2021-08-19"
"S0056784","AYT","EUR","617,85","2021-08-17"
"S0056783","TIA","PLN","452,81","2021-08-20"
"S0056780","TIA","EUR","362,25","2021-08-16"
"S0056779","PMI","PLN","369,49","2021-08-17"
"S0056778","AYT","EUR","1108,97","2021-08-17"
"S0056777","PMI","PLN","369,49","2021-08-17"
"S0056776","AYT","EUR","388,14","2021-09-03"
"S0056775","PMI","PLN","369,49","2021-08-17"
"S0056774","AYT","EUR","301,01","2021-08-16"
"S0056773","AYT","EUR","796,08","2021-08-19"
"S0056770","AYT","EUR","301,01","2021-08-23"
"S0056768","AYT","EUR","411,9","2021-08-16"
"S0056767","AYT","EUR","970,35","2021-08-17"
"S0056766","TIA","EUR","507,15","2021-08-17"
"S0056763","AYT","EUR","1267,39","2021-08-20"
"S0056762","RMF","PLN","574,91","2021-08-19"
"S0056761","AYT","EUR","451,51","2021-08-19"
"S0056761","AYT","EUR","760,44","2021-08-18"
"S0056760","AGP","EUR","362,25","2021-08-15"
"S0056759","AGP","EUR","362,25","2021-08-15"
"S0056758","AYT","EUR","301,01","2021-08-16"
"S0056757","AYT","EUR","863,41","2021-08-18"
"S0056756","AGP","EUR","362,25","2021-08-15"
"S0056755","AGP","EUR","362,25","2021-08-15"
"S0056753","AGP","EUR","1449","2021-08-15"
"S0056752","AGP","EUR","362,25","2021-08-15"
"S0056750","AYT","EUR","863,41","2021-08-18"
"S0056749","AYT","EUR","807,96","2021-08-19"
"S0056748","AYT","EUR","796,08","2021-08-19"
"S0056747","AYT","EUR","685,18","2021-08-18"
"S0056745","AGP","EUR","362,25","2021-08-15"
"S0056743","TIA","EUR","362,25","2021-08-16"
"S0056742","TIA","EUR","815,06","2021-08-16"
"S0056740","TIA","EUR","362,25","2021-08-16"
"S0056739","TIA","EUR","362,25","2021-08-16"
"S0056737","AGP","EUR","434,7","2021-08-15"
"S0056736","AGP","EUR","869,4","2021-08-15"
"S0056735","AGP","EUR","1086,75","2021-08-15"
"S0056733","RHO","PLN","389,4","2021-08-19"
"S0056732","AYT","EUR","1326,8","2021-08-19"
"S0056731","AYT","EUR","796,08","2021-08-19"
"S0056730","KGS","PLN","260,82","2021-08-26"
"S0056710","AGP","PLN","470,92","2021-08-18"
"S0056728","AYT","EUR","301,01","2021-08-16"
"S0056728","AYT","EUR","118,82","2021-08-18"
"S0056726","AYT","EUR","1326,8","2021-08-19"
"S0056724","KGS","PLN","134,03","2021-08-20"
"S0056720","FUE","PLN","484,45","2021-08-21"
"S0056720","FUE","PLN","409,58","2021-08-18"
"S0056720","FUE","PLN","517,29","2021-08-19"
"S0056719","RMF","PLN","229,96","2021-08-17"
"S0056716","KGS","PLN","347,76","2021-09-06"
"S0056715","TIA","PLN","362,25","2021-08-18"
"S0056713","BOJ","EUR","401,86","2021-08-18"
"S0056712","FNC","EUR","656,88","2021-08-16"
"S0056707","ZTH","PLN","449,19","2021-08-24"
"S0056706","ZTH","PLN","260,82","2021-08-20"
"S0056705","TIA","PLN","362,25","2021-08-18"
"S0056705","TIA","PLN","507,15","2021-08-17"
"S0056704","OLB","PLN","502,32","2021-08-19"
"S0056703","TIA","EUR","253,57","2021-08-15"
"S0056701","TIA","EUR","253,57","2021-08-15"
"S0056699","BOJ","EUR","486,86","2021-08-17"
"S0056698","TIA","PLN","362,25","2021-08-18"
"S0056696","RMF","PLN","344,94","2021-08-17"
"S0056696","RMF","PLN","646,78","2021-08-19"
"S0056695","TIA","EUR","905,62","2021-08-17"
"S0056694","TIA","EUR","633,94","2021-08-16"
"S0056693","TIA","EUR","507,15","2021-08-15"
"S0056692","TIA","EUR","362,25","2021-08-16"
"S0056691","TIA","EUR","362,25","2021-08-18"
"S0056690","TIA","EUR","362,25","2021-08-16"
"S0056689","TIA","EUR","507,15","2021-08-17"
"S0056688","TIA","EUR","507,15","2021-08-17"
"S0056687","TIA","EUR","362,25","2021-08-18"
"S0056686","TIA","EUR","362,25","2021-08-16"
"S0056685","TIA","EUR","362,25","2021-08-18"
"S0056684","TIA","EUR","380,36","2021-08-15"
"S0056680","TIA","EUR","760,72","2021-08-17"
"S0056679","FUE","PLN","517,29","2021-08-19"
"S0056678","TIA","EUR","253,57","2021-08-15"
"S0056678","TIA","EUR","362,25","2021-08-16"
"S0056678","TIA","EUR","434,7","2021-08-19"
"S0056676","TIA","EUR","543,37","2021-08-16"
"S0056673","AYT","EUR","506,96","2021-08-18"
"S0056672","AYT","EUR","530,72","2021-08-15"
"S0056671","TIA","PLN","362,25","2021-08-16"
"S0056670","TIA","PLN","362,25","2021-08-16"
"S0056668","AYT","EUR","530,72","2021-08-22"
"S0056667","PXO","PLN","324,58","2021-08-23"
"S0056646","AYT","PLN","411,9","2021-09-03"
"S0056666","PXO","PLN","301,39","2021-08-20"
"S0056665","AYT","EUR","411,9","2021-08-16"
"S0056664","AYT","EUR","1108,97","2021-08-17"
"S0056661","ADB","EUR","118,82","2021-08-19"
"S0056658","ADB","EUR","411,9","2021-08-17"
"S0056657","AYT","PLN","301,01","2021-09-01"
"S0056657","AYT","PLN","506,96","2021-08-31"
"S0056656","PMI","PLN","689,72","2021-08-20"
"S0056655","TIA","EUR","441,94","2021-08-15"
"S0056654","TIA","EUR","362,25","2021-08-16"
"S0056653","ADB","EUR","118,82","2021-08-16"
"S0056652","TIA","EUR","253,57","2021-08-15"
"S0056651","ADB","EUR","475,27","2021-08-15"
"S0056650","FAO","PLN","520,67","2021-08-19"
"S0056649","ADB","EUR","411,9","2021-08-17"
"S0056648","CFU","PLN","326,02","2021-09-08"
"S0056645","KGS","PLN","407,51","2021-08-24"
"S0056643","KGS","PLN","407,51","2021-08-24"
"S0056642","BOJ","EUR","614,38","2021-08-18"
"S0056641","AYT","EUR","411,9","2021-08-16"
"S0056640","AYT","EUR","506,96","2021-08-18"
"S0056392","OLB","PLN","1120,56","2021-09-24"
"S0056639","AYT","EUR","308,93","2021-08-17"
"S0056638","RMF","PLN","344,94","2021-08-17"
"S0056638","RMF","PLN","646,78","2021-08-18"
"S0056637","AYT","EUR","301,01","2021-08-16"
"S0056636","SPC","PLN","533,71","2021-08-19"
"S0056635","AYT","EUR","178,23","2021-08-18"
"S0056634","TIA","EUR","507,15","2021-08-17"
"S0056633","TIA","EUR","362,25","2021-08-16"
"S0056632","TIA","PLN","543,37","2021-08-18"
"S0056631","TIA","EUR","452,81","2021-08-16"
"S0056630","TIA","EUR","362,25","2021-08-20"
"S0056628","TIA","EUR","452,81","2021-08-16"
"S0056627","TIA","EUR","905,62","2021-08-17"
"S0056622","CFU","PLN","289,8","2021-09-22"
"S0056622","CFU","PLN","326,02","2021-09-21"
"S0056626","TIA","EUR","362,25","2021-08-16"
"S0056625","TIA","EUR","543,37","2021-08-16"
"S0056625","TIA","EUR","760,72","2021-08-17"
"S0056624","TIA","EUR","362,25","2021-08-16"
"S0056623","TIA","EUR","362,25","2021-08-18"
"S0056621","TIA","EUR","507,15","2021-08-20"
"S0056620","TIA","EUR","362,25","2021-08-18"
"S0056586","TIA","EUR","652,05","2021-08-20"
"S0056619","TIA","EUR","362,25","2021-08-16"
"S0056618","TIA","EUR","905,62","2021-08-17"
"S0056617","TIA","EUR","362,25","2021-08-16"
"S0056616","TIA","EUR","996,19","2021-08-16"
"S0056615","TIA","EUR","362,25","2021-08-18"
"S0056614","TIA","EUR","760,72","2021-08-20"
"S0056613","TIA","EUR","543,37","2021-08-18"
"S0056611","TIA","EUR","452,81","2021-08-16"
"S0056610","TIA","EUR","760,72","2021-08-17"
"S0056608","TIA","EUR","543,37","2021-08-16"
"S0056606","HER","PLN","498,07","2021-09-12"
"S0056424","LCA","PLN","800,57","2021-08-17"
"S0056605","PMO","PLN","533,71","2021-08-21"
"S0056604","ADB","EUR","356,45","2021-08-16"
"S0056604","ADB","EUR","855,49","2021-08-18"
"S0056604","ADB","EUR","617,85","2021-08-20"
"S0056604","ADB","EUR","178,23","2021-08-23"
"S0056604","ADB","EUR","534,68","2021-08-25"
"S0056603","AGP","EUR","815,06","2021-08-14"
"S0056602","AGP","EUR","1358,44","2021-08-14"
"S0056601","AGP","EUR","543,37","2021-08-14"
"S0056600","AGP","EUR","543,37","2021-08-14"
"S0056598","AGP","EUR","543,37","2021-08-14"
"S0056597","AGP","EUR","1086,75","2021-08-14"
"S0056596","ADB","EUR","930,74","2021-08-19"
"S0056595","AGP","EUR","1086,75","2021-08-14"
"S0056594","AGP","EUR","815,06","2021-08-14"
"S0056593","AGP","EUR","815,06","2021-08-14"
"S0056592","TIA","EUR","271,69","2021-08-16"
"S0056591","AGP","EUR","543,37","2021-08-14"
"S0056590","AGP","EUR","543,37","2021-08-14"
"S0056589","TIA","EUR","1159,2","2021-08-17"
"S0056588","ADB","EUR","641,62","2021-08-15"
"S0056588","ADB","EUR","166,35","2021-08-19"
"S0056588","ADB","EUR","562,41","2021-08-17"
"S0056587","AYT","EUR","451,51","2021-08-16"
"S0056586","TIA","EUR","452,81","2021-08-16"
"S0056582","HER","PLN","449,19","2021-08-29"
"S0056582","HER","PLN","391,23","2021-08-28"
"S0056581","ADB","PLN","237,64","2021-09-06"
"S0056580","DJE","PLN","1159,2","2021-08-17"
"S0056579","BOJ","EUR","401,86","2021-08-17"
"S0056578","AYT","EUR","617,85","2021-08-20"
"S0056577","AYT","EUR","530,72","2021-08-19"
"S0056571","BOJ","EUR","401,86","2021-08-18"
"S0056570","BJV","PLN","221,79","2021-09-19"
"S0056570","BJV","PLN","376,35","2021-09-20"
"S0056570","BJV","PLN","51,78","2021-09-21"
"S0056569","TIA","EUR","315,16","2021-08-15"
"S0056568","BOJ","EUR","837,52","2021-08-15"
"S0056567","TIA","EUR","315,16","2021-08-15"
"S0056566","TIA","EUR","441,94","2021-08-17"
"S0056565","DJE","PLN","950,54","2021-08-16"
"S0056564","TIA","EUR","441,94","2021-08-15"
"S0056563","TIA","EUR","362,25","2021-08-16"
"S0056562","TIA","EUR","253,57","2021-08-15"
"S0056561","BOJ","EUR","417,31","2021-08-18"
"S0056560","TIA","EUR","362,25","2021-08-18"
"S0056559","TIA","EUR","362,25","2021-08-18"
"S0056558","TIA","EUR","362,25","2021-08-16"
"S0056556","TIA","EUR","362,25","2021-08-18"
"S0056554","BOJ","EUR","386,4","2021-08-16"
"S0056548","TIA","EUR","815,06","2021-08-16"
"S0056547","TIA","EUR","543,37","2021-08-16"
"S0056545","TIA","EUR","362,25","2021-08-16"
"S0056543","DJE","PLN","633,7","2021-08-16"
"S0056542","TIA","EUR","362,25","2021-08-16"
"S0056539","TIA","EUR","253,57","2021-08-22"
"S0056536","TIA","EUR","362,25","2021-08-16"
"S0056535","TIA","EUR","434,7","2021-08-19"
"S0056534","TIA","EUR","452,81","2021-08-16"
"S0056532","TIA","EUR","652,05","2021-08-17"
"S0056526","TIA","PLN","181,12","2021-08-23"
"S0056514","ADB","EUR","823,8","2021-08-17"
"S0056507","CFU","PLN","489,04","2021-09-08"
"S0056503","AYT","EUR","938,66","2021-08-18"
"S0056502","ZTH","PLN","326,02","2021-08-19"
"S0056500","ADB","EUR","617,85","2021-08-17"
"S0056500","ADB","EUR","712,91","2021-08-15"
"S0056500","ADB","EUR","178,23","2021-08-19"
"S0056490","TIA","EUR","434,7","2021-08-19"
"S0056487","KGS","PLN","355","2021-08-18"
"S0056483","KGS","PLN","347,76","2021-08-16"
"S0056479","TIA","PLN","543,37","2021-08-18"
"S0056475","KGS","PLN","326,02","2021-08-20"
"S0056474","ADB","EUR","166,35","2021-08-19"
"S0056473","ADB","EUR","562,41","2021-08-17"
"S0056472","KGS","PLN","407,51","2021-08-17"
"S0056471","ADB","EUR","641,62","2021-08-15"
"S0056470","AYT","PLN","293,08","2021-08-17"
"S0056467","ZTH","PLN","260,82","2021-08-15"
"S0056466","ADB","EUR","950,54","2021-08-22"
"S0056464","BOJ","EUR","401,86","2021-08-18"
"S0056458","AYT","EUR","796,08","2021-08-15"
"S0056456","ZTH","PLN","449,19","2021-09-07"
"S0056456","ZTH","PLN","231,84","2021-09-04"
"S0056456","ZTH","PLN","260,82","2021-09-05"
"S0056456","ZTH","PLN","507,15","2021-09-09"
"S0056456","ZTH","PLN","260,82","2021-09-06"
"S0056455","AYT","EUR","530,72","2021-08-15"
"S0056454","TIA","PLN","724,5","2021-08-25"
"S0056454","TIA","PLN","869,4","2021-08-26"
"S0056453","LPA","PLN","463,68","2021-09-01"
"S0056452","AYT","EUR","669,34","2021-08-15"
"S0056451","BJV","PLN","649,15","2021-08-21"
"S0056450","AYT","EUR","514,88","2021-08-17"
"S0056447","ACE","PLN","560,28","2021-08-19"
"S0056441","CFU","PLN","326,02","2021-08-31"
"S0056440","CFU","PLN","326,02","2021-09-02"
"S0056436","LPA","PLN","463,68","2021-09-01"
"S0056435","BCN","PLN","409,58","2021-08-17"
"S0056435","BCN","PLN","279,17","2021-08-20"
"S0056432","TIA","PLN","507,15","2021-08-17"
"S0056431","CHQ","PLN","304,29","2021-08-27"
"S0056429","SID","PLN","217,35","2021-08-23"
"S0056428","SID","PLN","169,05","2021-08-25"
"S0056426","BJV","PLN","208,66","2021-08-15"
"S0056422","CFU","PLN","434,7","2021-09-15"
"S0056421","AYT","PLN","871,33","2021-08-16"
"S0056420","AYT","PLN","530,72","2021-08-15"
"S0056419","ACE","PLN","386,4","2021-08-16"
"S0056418","BJV","PLN","282,07","2021-08-15"
"S0056416","RMF","PLN","574,91","2021-08-26"
"S0056415","HER","PLN","1555,26","2021-09-07"
"S0056414","ADB","PLN","225,75","2021-09-23"
"S0056413","AYT","PLN","301,01","2021-08-19"
"S0056412","TIA","PLN","507,15","2021-08-20"
"S0056411","VAR","PLN","347,76","2021-08-16"
"S0056410","VAR","PLN","425,04","2021-08-18"
"S0056409","ZTH","PLN","521,64","2021-08-19"
"S0056407","PUJ","PLN","1202,74","2021-09-20"
"S0056406","ZNZ","PLN","1385,91","2021-08-29"
"S0056404","CHQ","PLN","1609,36","2021-08-21"
"S0056400","AYT","PLN","530,72","2021-09-05"
"S0056399","OLB","PLN","1120,56","2021-09-24"
"S0056397","ZNZ","PLN","1385,91","2021-08-29"
"S0056396","SID","PLN","512,95","2021-08-17"
"S0056395","AYT","EUR","301,01","2021-08-16"
"S0056394","SPC","PLN","533,71","2021-08-20"
"S0056391","AYT","EUR","265,36","2021-08-15"
"S0056390","AYT","EUR","308,93","2021-08-17"
"S0056389","AYT","EUR","526,76","2021-08-16"
"S0056388","AYT","EUR","265,36","2021-08-15"
"S0056387","AYT","EUR","308,93","2021-08-17"
"S0056386","AYT","EUR","578,25","2021-08-18"
"S0056385","AYT","EUR","293,08","2021-08-14"
"S0056384","AYT","EUR","308,93","2021-08-17"
"S0056383","PUJ","PLN","634,75","2021-08-16"
"S0056382","AYT","EUR","427,74","2021-08-18"
"S0056381","PUJ","PLN","634,75","2021-08-18"
"S0056378","CHQ","PLN","318,78","2021-08-17"
"S0056377","AYT","PLN","530,72","2021-08-29"
"S0056376","SID","PLN","169,05","2021-09-14"
"S0056374","RHO","PLN","362,25","2021-08-17"
"S0056374","RHO","PLN","355","2021-08-15"
"S0056371","CFU","PLN","652,05","2021-08-26"
"S0056370","CFU","PLN","579,6","2021-08-20"
"S0056369","AYT","PLN","934,7","2021-08-15"
"S0056368","RHO","PLN","307,91","2021-08-26"
"S0056367","AYT","PLN","118,82","2021-09-11"
"S0056365","AYT","EUR","451,51","2021-08-16"
"S0056365","AYT","EUR","796,08","2021-08-15"
"S0056363","CHQ","PLN","490,24","2021-08-16"
"S0056362","CFU","PLN","326,02","2021-08-19"
"S0056361","HER","PLN","1555,26","2021-08-19"
"S0056360","BOJ","EUR","336,65","2021-08-17"
"S0056359","CFU","PLN","326,02","2021-08-19"
"S0056356","KGS","PLN","355","2021-08-18"
"S0056355","ZTH","PLN","231,84","2021-08-18"
"S0056355","ZTH","PLN","260,82","2021-08-15"
