no,effectiveDate,mid,exchange_rate
018/A/NBP/2019,2019-01-25,4.9581,GBP
019/A/NBP/2019,2019-01-28,4.9464,GBP
020/A/NBP/2019,2019-01-29,4.9455,GBP
021/A/NBP/2019,2019-01-30,4.926,GBP
022/A/NBP/2019,2019-01-31,4.8889,GBP
023/A/NBP/2019,2019-02-01,4.8588,GBP
024/A/NBP/2019,2019-02-04,4.8868,GBP
025/A/NBP/2019,2019-02-05,4.887,GBP
026/A/NBP/2019,2019-02-06,4.888,GBP
027/A/NBP/2019,2019-02-07,4.8941,GBP
028/A/NBP/2019,2019-02-08,4.9192,GBP
029/A/NBP/2019,2019-02-11,4.9277,GBP
030/A/NBP/2019,2019-02-12,4.9303,GBP
031/A/NBP/2019,2019-02-13,4.9302,GBP
032/A/NBP/2019,2019-02-14,4.9429,GBP
033/A/NBP/2019,2019-02-15,4.9104,GBP
034/A/NBP/2019,2019-02-18,4.9437,GBP
035/A/NBP/2019,2019-02-19,4.9495,GBP
036/A/NBP/2019,2019-02-20,4.984,GBP
037/A/NBP/2019,2019-02-21,4.9965,GBP
038/A/NBP/2019,2019-02-22,4.9787,GBP
039/A/NBP/2019,2019-02-25,5.0025,GBP
040/A/NBP/2019,2019-02-26,5.0259,GBP
041/A/NBP/2019,2019-02-27,5.0321,GBP
042/A/NBP/2019,2019-02-28,5.035,GBP
043/A/NBP/2019,2019-03-01,5.0223,GBP
044/A/NBP/2019,2019-03-04,5.0183,GBP
045/A/NBP/2019,2019-03-05,5.0082,GBP
046/A/NBP/2019,2019-03-06,5.0014,GBP
047/A/NBP/2019,2019-03-07,5.0077,GBP
048/A/NBP/2019,2019-03-08,5.0272,GBP
049/A/NBP/2019,2019-03-11,4.9577,GBP
050/A/NBP/2019,2019-03-12,5.0332,GBP
051/A/NBP/2019,2019-03-13,5.0013,GBP
052/A/NBP/2019,2019-03-14,5.0398,GBP
053/A/NBP/2019,2019-03-15,5.0406,GBP
054/A/NBP/2019,2019-03-18,5.0199,GBP
055/A/NBP/2019,2019-03-19,5.019,GBP
056/A/NBP/2019,2019-03-20,4.9955,GBP
057/A/NBP/2019,2019-03-21,4.9503,GBP
058/A/NBP/2019,2019-03-22,4.97,GBP
059/A/NBP/2019,2019-03-25,5.0024,GBP
060/A/NBP/2019,2019-03-26,5.0128,GBP
061/A/NBP/2019,2019-03-27,5.0329,GBP
062/A/NBP/2019,2019-03-28,5.0187,GBP
063/A/NBP/2019,2019-03-29,4.996,GBP
064/A/NBP/2019,2019-04-01,5.009,GBP
065/A/NBP/2019,2019-04-02,5.0086,GBP
066/A/NBP/2019,2019-04-03,5.0309,GBP
067/A/NBP/2019,2019-04-04,5.0297,GBP
068/A/NBP/2019,2019-04-05,4.9998,GBP
069/A/NBP/2019,2019-04-08,4.9854,GBP
070/A/NBP/2019,2019-04-09,4.9827,GBP
071/A/NBP/2019,2019-04-10,4.9678,GBP
072/A/NBP/2019,2019-04-11,4.9656,GBP
073/A/NBP/2019,2019-04-12,4.9514,GBP
074/A/NBP/2019,2019-04-15,4.9497,GBP
075/A/NBP/2019,2019-04-16,4.9476,GBP
076/A/NBP/2019,2019-04-17,4.9265,GBP
077/A/NBP/2019,2019-04-18,4.9483,GBP
078/A/NBP/2019,2019-04-19,4.9479,GBP
079/A/NBP/2019,2019-04-23,4.9522,GBP
080/A/NBP/2019,2019-04-24,4.9452,GBP
081/A/NBP/2019,2019-04-25,4.9669,GBP
082/A/NBP/2019,2019-04-26,4.9709,GBP
083/A/NBP/2019,2019-04-29,4.9794,GBP
084/A/NBP/2019,2019-04-30,4.9677,GBP
085/A/NBP/2019,2019-05-02,4.984,GBP
086/A/NBP/2019,2019-05-06,5.0219,GBP
087/A/NBP/2019,2019-05-07,5.0126,GBP
088/A/NBP/2019,2019-05-08,4.9984,GBP
089/A/NBP/2019,2019-05-09,4.9898,GBP
090/A/NBP/2019,2019-05-10,4.9745,GBP
091/A/NBP/2019,2019-05-13,4.984,GBP
092/A/NBP/2019,2019-05-14,4.9631,GBP
093/A/NBP/2019,2019-05-15,4.9661,GBP
094/A/NBP/2019,2019-05-16,4.9112,GBP
095/A/NBP/2019,2019-05-17,4.9273,GBP
096/A/NBP/2019,2019-05-20,4.9117,GBP
097/A/NBP/2019,2019-05-21,4.9038,GBP
098/A/NBP/2019,2019-05-22,4.8906,GBP
099/A/NBP/2019,2019-05-23,4.8852,GBP
100/A/NBP/2019,2019-05-24,4.8768,GBP
101/A/NBP/2019,2019-05-27,4.8759,GBP
102/A/NBP/2019,2019-05-28,4.8641,GBP
103/A/NBP/2019,2019-05-29,4.8744,GBP
104/A/NBP/2019,2019-05-30,4.8672,GBP
105/A/NBP/2019,2019-05-31,4.8572,GBP
106/A/NBP/2019,2019-06-03,4.841,GBP
107/A/NBP/2019,2019-06-04,4.8144,GBP
108/A/NBP/2019,2019-06-05,4.8221,GBP
109/A/NBP/2019,2019-06-06,4.8274,GBP
110/A/NBP/2019,2019-06-07,4.827,GBP
111/A/NBP/2019,2019-06-10,4.7897,GBP
112/A/NBP/2019,2019-06-11,4.7939,GBP
113/A/NBP/2019,2019-06-12,4.7954,GBP
114/A/NBP/2019,2019-06-13,4.7804,GBP
115/A/NBP/2019,2019-06-14,4.7771,GBP
116/A/NBP/2019,2019-06-17,4.7821,GBP
117/A/NBP/2019,2019-06-18,4.7736,GBP
118/A/NBP/2019,2019-06-19,4.7888,GBP
119/A/NBP/2019,2019-06-21,4.7799,GBP
120/A/NBP/2019,2019-06-24,4.7558,GBP
121/A/NBP/2019,2019-06-25,4.7704,GBP
122/A/NBP/2019,2019-06-26,4.7573,GBP
123/A/NBP/2019,2019-06-27,4.752,GBP
124/A/NBP/2019,2019-06-28,4.7331,GBP
125/A/NBP/2019,2019-07-01,4.7323,GBP
126/A/NBP/2019,2019-07-02,4.7433,GBP
127/A/NBP/2019,2019-07-03,4.7294,GBP
128/A/NBP/2019,2019-07-04,4.7323,GBP
129/A/NBP/2019,2019-07-05,4.7319,GBP
130/A/NBP/2019,2019-07-08,4.7446,GBP
131/A/NBP/2019,2019-07-09,4.7475,GBP
132/A/NBP/2019,2019-07-10,4.7508,GBP
133/A/NBP/2019,2019-07-11,4.7453,GBP
134/A/NBP/2019,2019-07-12,4.7513,GBP
135/A/NBP/2019,2019-07-15,4.7515,GBP
136/A/NBP/2019,2019-07-16,4.7214,GBP
137/A/NBP/2019,2019-07-17,4.7175,GBP
138/A/NBP/2019,2019-07-18,4.7341,GBP
139/A/NBP/2019,2019-07-19,4.7372,GBP
140/A/NBP/2019,2019-07-22,4.7205,GBP
141/A/NBP/2019,2019-07-23,4.7224,GBP
142/A/NBP/2019,2019-07-24,4.7648,GBP
143/A/NBP/2019,2019-07-25,4.7643,GBP
144/A/NBP/2019,2019-07-26,4.7637,GBP
145/A/NBP/2019,2019-07-29,4.7394,GBP
146/A/NBP/2019,2019-07-30,4.6846,GBP
147/A/NBP/2019,2019-07-31,4.6813,GBP
148/A/NBP/2019,2019-08-01,4.7071,GBP
149/A/NBP/2019,2019-08-02,4.7051,GBP
150/A/NBP/2019,2019-08-05,4.7014,GBP
151/A/NBP/2019,2019-08-06,4.6879,GBP
152/A/NBP/2019,2019-08-07,4.6874,GBP
153/A/NBP/2019,2019-08-08,4.6856,GBP
154/A/NBP/2019,2019-08-09,4.6785,GBP
155/A/NBP/2019,2019-08-12,4.6704,GBP
156/A/NBP/2019,2019-08-13,4.6714,GBP
157/A/NBP/2019,2019-08-14,4.6926,GBP
158/A/NBP/2019,2019-08-16,4.7713,GBP
159/A/NBP/2019,2019-08-19,4.7531,GBP
160/A/NBP/2019,2019-08-20,4.7654,GBP
161/A/NBP/2019,2019-08-21,4.7623,GBP
162/A/NBP/2019,2019-08-22,4.7784,GBP
163/A/NBP/2019,2019-08-23,4.805,GBP
164/A/NBP/2019,2019-08-26,4.8149,GBP
165/A/NBP/2019,2019-08-27,4.8171,GBP
166/A/NBP/2019,2019-08-28,4.8213,GBP
167/A/NBP/2019,2019-08-29,4.8277,GBP
168/A/NBP/2019,2019-08-30,4.834,GBP
169/A/NBP/2019,2019-09-02,4.8123,GBP
170/A/NBP/2019,2019-09-03,4.7823,GBP
171/A/NBP/2019,2019-09-04,4.7897,GBP
172/A/NBP/2019,2019-09-05,4.8248,GBP
173/A/NBP/2019,2019-09-06,4.8348,GBP
174/A/NBP/2019,2019-09-09,4.8405,GBP
175/A/NBP/2019,2019-09-10,4.8406,GBP
176/A/NBP/2019,2019-09-11,4.8601,GBP
177/A/NBP/2019,2019-09-12,4.8497,GBP
178/A/NBP/2019,2019-09-13,4.8705,GBP
179/A/NBP/2019,2019-09-16,4.8609,GBP
180/A/NBP/2019,2019-09-17,4.8882,GBP
181/A/NBP/2019,2019-09-18,4.8953,GBP
182/A/NBP/2019,2019-09-19,4.9062,GBP
183/A/NBP/2019,2019-09-20,4.9277,GBP
184/A/NBP/2019,2019-09-23,4.9721,GBP
185/A/NBP/2019,2019-09-24,4.9509,GBP
186/A/NBP/2019,2019-09-25,4.9552,GBP
187/A/NBP/2019,2019-09-26,4.9426,GBP
188/A/NBP/2019,2019-09-27,4.9332,GBP
189/A/NBP/2019,2019-09-30,4.9313,GBP
190/A/NBP/2019,2019-10-01,4.9322,GBP
191/A/NBP/2019,2019-10-02,4.9101,GBP
192/A/NBP/2019,2019-10-03,4.8832,GBP
193/A/NBP/2019,2019-10-04,4.8659,GBP
194/A/NBP/2019,2019-10-07,4.8574,GBP
195/A/NBP/2019,2019-10-08,4.8359,GBP
196/A/NBP/2019,2019-10-09,4.8208,GBP
197/A/NBP/2019,2019-10-10,4.7971,GBP
198/A/NBP/2019,2019-10-11,4.8929,GBP
199/A/NBP/2019,2019-10-14,4.8998,GBP
200/A/NBP/2019,2019-10-15,4.9282,GBP
201/A/NBP/2019,2019-10-16,4.961,GBP
202/A/NBP/2019,2019-10-17,4.9456,GBP
203/A/NBP/2019,2019-10-18,4.9671,GBP
204/A/NBP/2019,2019-10-21,4.9709,GBP
205/A/NBP/2019,2019-10-22,4.97,GBP
206/A/NBP/2019,2019-10-23,4.9449,GBP
207/A/NBP/2019,2019-10-24,4.9551,GBP
208/A/NBP/2019,2019-10-25,4.9362,GBP
209/A/NBP/2019,2019-10-28,4.9504,GBP
210/A/NBP/2019,2019-10-29,4.9487,GBP
211/A/NBP/2019,2019-10-30,4.9472,GBP
212/A/NBP/2019,2019-10-31,4.9405,GBP
213/A/NBP/2019,2019-11-04,4.9229,GBP
214/A/NBP/2019,2019-11-05,4.9399,GBP
215/A/NBP/2019,2019-11-06,4.9607,GBP
216/A/NBP/2019,2019-11-07,4.9548,GBP
217/A/NBP/2019,2019-11-08,4.9476,GBP
218/A/NBP/2019,2019-11-12,4.9782,GBP
219/A/NBP/2019,2019-11-13,4.9991,GBP
220/A/NBP/2019,2019-11-14,5.013,GBP
221/A/NBP/2019,2019-11-15,5.0014,GBP
222/A/NBP/2019,2019-11-18,5.0257,GBP
223/A/NBP/2019,2019-11-19,5.0238,GBP
224/A/NBP/2019,2019-11-20,5.0081,GBP
225/A/NBP/2019,2019-11-21,5.0144,GBP
226/A/NBP/2019,2019-11-22,5.0017,GBP
227/A/NBP/2019,2019-11-25,5.0281,GBP
228/A/NBP/2019,2019-11-26,5.0224,GBP
229/A/NBP/2019,2019-11-27,5.0362,GBP
230/A/NBP/2019,2019-11-28,5.0775,GBP
231/A/NBP/2019,2019-11-29,5.0645,GBP
232/A/NBP/2019,2019-12-02,5.0411,GBP
233/A/NBP/2019,2019-12-03,5.027,GBP
234/A/NBP/2019,2019-12-04,5.045,GBP
235/A/NBP/2019,2019-12-05,5.0651,GBP
236/A/NBP/2019,2019-12-06,5.0527,GBP
237/A/NBP/2019,2019-12-09,5.0915,GBP
238/A/NBP/2019,2019-12-10,5.0945,GBP
239/A/NBP/2019,2019-12-11,5.0798,GBP
240/A/NBP/2019,2019-12-12,5.0756,GBP
241/A/NBP/2019,2019-12-13,5.1292,GBP
242/A/NBP/2019,2019-12-16,5.1083,GBP
243/A/NBP/2019,2019-12-17,5.0414,GBP
244/A/NBP/2019,2019-12-18,5.0226,GBP
245/A/NBP/2019,2019-12-19,5.017,GBP
246/A/NBP/2019,2019-12-20,4.9958,GBP
247/A/NBP/2019,2019-12-23,4.9952,GBP
248/A/NBP/2019,2019-12-24,4.9765,GBP
249/A/NBP/2019,2019-12-27,5.0019,GBP
250/A/NBP/2019,2019-12-30,4.9883,GBP
251/A/NBP/2019,2019-12-31,4.9971,GBP
001/A/NBP/2019,2019-01-02,0.013353,HUF
002/A/NBP/2019,2019-01-03,0.013341,HUF
003/A/NBP/2019,2019-01-04,0.01339,HUF
004/A/NBP/2019,2019-01-07,0.013385,HUF
005/A/NBP/2019,2019-01-08,0.013384,HUF
006/A/NBP/2019,2019-01-09,0.013362,HUF
007/A/NBP/2019,2019-01-10,0.013381,HUF
008/A/NBP/2019,2019-01-11,0.013365,HUF
009/A/NBP/2019,2019-01-14,0.013369,HUF
010/A/NBP/2019,2019-01-15,0.013338,HUF
011/A/NBP/2019,2019-01-16,0.013269,HUF
012/A/NBP/2019,2019-01-17,0.01334,HUF
013/A/NBP/2019,2019-01-18,0.013473,HUF
014/A/NBP/2019,2019-01-21,0.013491,HUF
015/A/NBP/2019,2019-01-22,0.013478,HUF
016/A/NBP/2019,2019-01-23,0.013476,HUF
017/A/NBP/2019,2019-01-24,0.013472,HUF
018/A/NBP/2019,2019-01-25,0.013484,HUF
019/A/NBP/2019,2019-01-28,0.013492,HUF
020/A/NBP/2019,2019-01-29,0.013551,HUF
021/A/NBP/2019,2019-01-30,0.013544,HUF
022/A/NBP/2019,2019-01-31,0.013551,HUF
023/A/NBP/2019,2019-02-01,0.013462,HUF
024/A/NBP/2019,2019-02-04,0.013474,HUF
025/A/NBP/2019,2019-02-05,0.013493,HUF
026/A/NBP/2019,2019-02-06,0.013467,HUF
027/A/NBP/2019,2019-02-07,0.013462,HUF
028/A/NBP/2019,2019-02-08,0.013494,HUF
029/A/NBP/2019,2019-02-11,0.013506,HUF
030/A/NBP/2019,2019-02-12,0.013569,HUF
031/A/NBP/2019,2019-02-13,0.013626,HUF
032/A/NBP/2019,2019-02-14,0.01361,HUF
033/A/NBP/2019,2019-02-15,0.013596,HUF
034/A/NBP/2019,2019-02-18,0.013621,HUF
035/A/NBP/2019,2019-02-19,0.013611,HUF
036/A/NBP/2019,2019-02-20,0.013661,HUF
037/A/NBP/2019,2019-02-21,0.013651,HUF
038/A/NBP/2019,2019-02-22,0.013651,HUF
039/A/NBP/2019,2019-02-25,0.013648,HUF
040/A/NBP/2019,2019-02-26,0.013641,HUF
041/A/NBP/2019,2019-02-27,0.013645,HUF
042/A/NBP/2019,2019-02-28,0.013628,HUF
043/A/NBP/2019,2019-03-01,0.013639,HUF
044/A/NBP/2019,2019-03-04,0.013599,HUF
045/A/NBP/2019,2019-03-05,0.013633,HUF
046/A/NBP/2019,2019-03-06,0.013627,HUF
047/A/NBP/2019,2019-03-07,0.013641,HUF
048/A/NBP/2019,2019-03-08,0.013638,HUF
049/A/NBP/2019,2019-03-11,0.013617,HUF
050/A/NBP/2019,2019-03-12,0.01362,HUF
051/A/NBP/2019,2019-03-13,0.013664,HUF
052/A/NBP/2019,2019-03-14,0.013679,HUF
053/A/NBP/2019,2019-03-15,0.013689,HUF
054/A/NBP/2019,2019-03-18,0.013678,HUF
055/A/NBP/2019,2019-03-19,0.013689,HUF
056/A/NBP/2019,2019-03-20,0.013702,HUF
057/A/NBP/2019,2019-03-21,0.01364,HUF
058/A/NBP/2019,2019-03-22,0.013582,HUF
059/A/NBP/2019,2019-03-25,0.013564,HUF
060/A/NBP/2019,2019-03-26,0.013585,HUF
061/A/NBP/2019,2019-03-27,0.013437,HUF
062/A/NBP/2019,2019-03-28,0.01343,HUF
063/A/NBP/2019,2019-03-29,0.013409,HUF
064/A/NBP/2019,2019-04-01,0.013399,HUF
065/A/NBP/2019,2019-04-02,0.013352,HUF
066/A/NBP/2019,2019-04-03,0.01343,HUF
067/A/NBP/2019,2019-04-04,0.013417,HUF
068/A/NBP/2019,2019-04-05,0.013389,HUF
069/A/NBP/2019,2019-04-08,0.01334,HUF
070/A/NBP/2019,2019-04-09,0.013354,HUF
071/A/NBP/2019,2019-04-10,0.013317,HUF
072/A/NBP/2019,2019-04-11,0.01332,HUF
073/A/NBP/2019,2019-04-12,0.013294,HUF
074/A/NBP/2019,2019-04-15,0.013337,HUF
075/A/NBP/2019,2019-04-16,0.013364,HUF
076/A/NBP/2019,2019-04-17,0.013393,HUF
077/A/NBP/2019,2019-04-18,0.013361,HUF
078/A/NBP/2019,2019-04-19,0.013376,HUF
079/A/NBP/2019,2019-04-23,0.013369,HUF
080/A/NBP/2019,2019-04-24,0.013355,HUF
081/A/NBP/2019,2019-04-25,0.013337,HUF
082/A/NBP/2019,2019-04-26,0.013318,HUF
083/A/NBP/2019,2019-04-29,0.013313,HUF
084/A/NBP/2019,2019-04-30,0.013289,HUF
085/A/NBP/2019,2019-05-02,0.013198,HUF
086/A/NBP/2019,2019-05-06,0.013238,HUF
087/A/NBP/2019,2019-05-07,0.013226,HUF
088/A/NBP/2019,2019-05-08,0.013226,HUF
089/A/NBP/2019,2019-05-09,0.013249,HUF
090/A/NBP/2019,2019-05-10,0.013277,HUF
091/A/NBP/2019,2019-05-13,0.013272,HUF
092/A/NBP/2019,2019-05-14,0.013297,HUF
093/A/NBP/2019,2019-05-15,0.013276,HUF
094/A/NBP/2019,2019-05-16,0.013242,HUF
095/A/NBP/2019,2019-05-17,0.013247,HUF
096/A/NBP/2019,2019-05-20,0.013173,HUF
097/A/NBP/2019,2019-05-21,0.013159,HUF
098/A/NBP/2019,2019-05-22,0.013192,HUF
099/A/NBP/2019,2019-05-23,0.013192,HUF
100/A/NBP/2019,2019-05-24,0.013182,HUF
101/A/NBP/2019,2019-05-27,0.013192,HUF
102/A/NBP/2019,2019-05-28,0.013164,HUF
103/A/NBP/2019,2019-05-29,0.013141,HUF
104/A/NBP/2019,2019-05-30,0.013186,HUF
105/A/NBP/2019,2019-05-31,0.013207,HUF
106/A/NBP/2019,2019-06-03,0.013198,HUF
107/A/NBP/2019,2019-06-04,0.01329,HUF
108/A/NBP/2019,2019-06-05,0.013299,HUF
109/A/NBP/2019,2019-06-06,0.013321,HUF
110/A/NBP/2019,2019-06-07,0.0133,HUF
111/A/NBP/2019,2019-06-10,0.01332,HUF
112/A/NBP/2019,2019-06-11,0.013312,HUF
113/A/NBP/2019,2019-06-12,0.013251,HUF
114/A/NBP/2019,2019-06-13,0.013221,HUF
115/A/NBP/2019,2019-06-14,0.013219,HUF
116/A/NBP/2019,2019-06-17,0.013218,HUF
117/A/NBP/2019,2019-06-18,0.013231,HUF
118/A/NBP/2019,2019-06-19,0.01318,HUF
119/A/NBP/2019,2019-06-21,0.013159,HUF
120/A/NBP/2019,2019-06-24,0.013127,HUF
121/A/NBP/2019,2019-06-25,0.01313,HUF
122/A/NBP/2019,2019-06-26,0.013181,HUF
123/A/NBP/2019,2019-06-27,0.013162,HUF
124/A/NBP/2019,2019-06-28,0.01314,HUF
125/A/NBP/2019,2019-07-01,0.013139,HUF
126/A/NBP/2019,2019-07-02,0.013149,HUF
127/A/NBP/2019,2019-07-03,0.01314,HUF
128/A/NBP/2019,2019-07-04,0.01316,HUF
129/A/NBP/2019,2019-07-05,0.013116,HUF
130/A/NBP/2019,2019-07-08,0.013095,HUF
131/A/NBP/2019,2019-07-09,0.01311,HUF
132/A/NBP/2019,2019-07-10,0.01311,HUF
133/A/NBP/2019,2019-07-11,0.013112,HUF
134/A/NBP/2019,2019-07-12,0.013099,HUF
135/A/NBP/2019,2019-07-15,0.013099,HUF
136/A/NBP/2019,2019-07-16,0.013085,HUF
137/A/NBP/2019,2019-07-17,0.013056,HUF
138/A/NBP/2019,2019-07-18,0.013055,HUF
139/A/NBP/2019,2019-07-19,0.013079,HUF
140/A/NBP/2019,2019-07-22,0.013073,HUF
141/A/NBP/2019,2019-07-23,0.013045,HUF
142/A/NBP/2019,2019-07-24,0.013068,HUF
143/A/NBP/2019,2019-07-25,0.013072,HUF
144/A/NBP/2019,2019-07-26,0.013058,HUF
145/A/NBP/2019,2019-07-29,0.013084,HUF
146/A/NBP/2019,2019-07-30,0.013088,HUF
147/A/NBP/2019,2019-07-31,0.013119,HUF
148/A/NBP/2019,2019-08-01,0.013152,HUF
149/A/NBP/2019,2019-08-02,0.013149,HUF
150/A/NBP/2019,2019-08-05,0.013188,HUF
151/A/NBP/2019,2019-08-06,0.01323,HUF
152/A/NBP/2019,2019-08-07,0.01328,HUF
153/A/NBP/2019,2019-08-08,0.013297,HUF
154/A/NBP/2019,2019-08-09,0.013318,HUF
155/A/NBP/2019,2019-08-12,0.013323,HUF
156/A/NBP/2019,2019-08-13,0.013367,HUF
157/A/NBP/2019,2019-08-14,0.013436,HUF
158/A/NBP/2019,2019-08-16,0.013399,HUF
159/A/NBP/2019,2019-08-19,0.013373,HUF
160/A/NBP/2019,2019-08-20,0.013339,HUF
161/A/NBP/2019,2019-08-21,0.013293,HUF
162/A/NBP/2019,2019-08-22,0.013324,HUF
163/A/NBP/2019,2019-08-23,0.013268,HUF
164/A/NBP/2019,2019-08-26,0.013279,HUF
165/A/NBP/2019,2019-08-27,0.013277,HUF
166/A/NBP/2019,2019-08-28,0.013294,HUF
167/A/NBP/2019,2019-08-29,0.013279,HUF
168/A/NBP/2019,2019-08-30,0.013241,HUF
169/A/NBP/2019,2019-09-02,0.013199,HUF
170/A/NBP/2019,2019-09-03,0.013188,HUF
171/A/NBP/2019,2019-09-04,0.013208,HUF
172/A/NBP/2019,2019-09-05,0.013174,HUF
173/A/NBP/2019,2019-09-06,0.013156,HUF
174/A/NBP/2019,2019-09-09,0.013145,HUF
175/A/NBP/2019,2019-09-10,0.013092,HUF
176/A/NBP/2019,2019-09-11,0.013049,HUF
177/A/NBP/2019,2019-09-12,0.013097,HUF
178/A/NBP/2019,2019-09-13,0.013043,HUF
179/A/NBP/2019,2019-09-16,0.013034,HUF
180/A/NBP/2019,2019-09-17,0.01302,HUF
181/A/NBP/2019,2019-09-18,0.013035,HUF
182/A/NBP/2019,2019-09-19,0.013053,HUF
183/A/NBP/2019,2019-09-20,0.013064,HUF
184/A/NBP/2019,2019-09-23,0.013105,HUF
185/A/NBP/2019,2019-09-24,0.013062,HUF
186/A/NBP/2019,2019-09-25,0.01311,HUF
187/A/NBP/2019,2019-09-26,0.013114,HUF
188/A/NBP/2019,2019-09-27,0.013057,HUF
189/A/NBP/2019,2019-09-30,0.013068,HUF
190/A/NBP/2019,2019-10-01,0.013063,HUF
191/A/NBP/2019,2019-10-02,0.013079,HUF
192/A/NBP/2019,2019-10-03,0.01304,HUF
193/A/NBP/2019,2019-10-04,0.013027,HUF
194/A/NBP/2019,2019-10-07,0.013002,HUF
195/A/NBP/2019,2019-10-08,0.012967,HUF
196/A/NBP/2019,2019-10-09,0.012939,HUF
197/A/NBP/2019,2019-10-10,0.012954,HUF
198/A/NBP/2019,2019-10-11,0.012986,HUF
199/A/NBP/2019,2019-10-14,0.012962,HUF
200/A/NBP/2019,2019-10-15,0.012929,HUF
201/A/NBP/2019,2019-10-16,0.01292,HUF
202/A/NBP/2019,2019-10-17,0.012878,HUF
203/A/NBP/2019,2019-10-18,0.012946,HUF
204/A/NBP/2019,2019-10-21,0.012946,HUF
205/A/NBP/2019,2019-10-22,0.012961,HUF
206/A/NBP/2019,2019-10-23,0.013004,HUF
207/A/NBP/2019,2019-10-24,0.012995,HUF
208/A/NBP/2019,2019-10-25,0.012994,HUF
209/A/NBP/2019,2019-10-28,0.013001,HUF
210/A/NBP/2019,2019-10-29,0.013011,HUF
211/A/NBP/2019,2019-10-30,0.012934,HUF
212/A/NBP/2019,2019-10-31,0.012921,HUF
213/A/NBP/2019,2019-11-04,0.01297,HUF
214/A/NBP/2019,2019-11-05,0.012954,HUF
215/A/NBP/2019,2019-11-06,0.012883,HUF
216/A/NBP/2019,2019-11-07,0.012824,HUF
217/A/NBP/2019,2019-11-08,0.01278,HUF
218/A/NBP/2019,2019-11-12,0.012794,HUF
219/A/NBP/2019,2019-11-13,0.012793,HUF
220/A/NBP/2019,2019-11-14,0.012859,HUF
221/A/NBP/2019,2019-11-15,0.012793,HUF
222/A/NBP/2019,2019-11-18,0.012787,HUF
223/A/NBP/2019,2019-11-19,0.012818,HUF
224/A/NBP/2019,2019-11-20,0.012878,HUF
225/A/NBP/2019,2019-11-21,0.012868,HUF
226/A/NBP/2019,2019-11-22,0.012852,HUF
227/A/NBP/2019,2019-11-25,0.012832,HUF
228/A/NBP/2019,2019-11-26,0.012779,HUF
229/A/NBP/2019,2019-11-27,0.012833,HUF
230/A/NBP/2019,2019-11-28,0.01284,HUF
231/A/NBP/2019,2019-11-29,0.012918,HUF
232/A/NBP/2019,2019-12-02,0.012898,HUF
233/A/NBP/2019,2019-12-03,0.01291,HUF
234/A/NBP/2019,2019-12-04,0.012914,HUF
235/A/NBP/2019,2019-12-05,0.012926,HUF
236/A/NBP/2019,2019-12-06,0.012934,HUF
237/A/NBP/2019,2019-12-09,0.012911,HUF
238/A/NBP/2019,2019-12-10,0.012927,HUF
239/A/NBP/2019,2019-12-11,0.012975,HUF
240/A/NBP/2019,2019-12-12,0.013001,HUF
241/A/NBP/2019,2019-12-13,0.013,HUF
242/A/NBP/2019,2019-12-16,0.012966,HUF
243/A/NBP/2019,2019-12-17,0.012892,HUF
244/A/NBP/2019,2019-12-18,0.012897,HUF
245/A/NBP/2019,2019-12-19,0.012865,HUF
246/A/NBP/2019,2019-12-20,0.012897,HUF
247/A/NBP/2019,2019-12-23,0.012862,HUF
248/A/NBP/2019,2019-12-24,0.012867,HUF
249/A/NBP/2019,2019-12-27,0.012884,HUF
250/A/NBP/2019,2019-12-30,0.01288,HUF
251/A/NBP/2019,2019-12-31,0.012885,HUF
001/A/NBP/2019,2019-01-02,0.0541,RUB
002/A/NBP/2019,2019-01-03,0.0548,RUB
003/A/NBP/2019,2019-01-04,0.0552,RUB
004/A/NBP/2019,2019-01-07,0.0558,RUB
005/A/NBP/2019,2019-01-08,0.056,RUB
006/A/NBP/2019,2019-01-09,0.056,RUB
007/A/NBP/2019,2019-01-10,0.0557,RUB
008/A/NBP/2019,2019-01-11,0.0557,RUB
009/A/NBP/2019,2019-01-14,0.0557,RUB
010/A/NBP/2019,2019-01-15,0.0559,RUB
011/A/NBP/2019,2019-01-16,0.0564,RUB
012/A/NBP/2019,2019-01-17,0.0565,RUB
013/A/NBP/2019,2019-01-18,0.0567,RUB
014/A/NBP/2019,2019-01-21,0.0569,RUB
015/A/NBP/2019,2019-01-22,0.0567,RUB
016/A/NBP/2019,2019-01-23,0.057,RUB
017/A/NBP/2019,2019-01-24,0.0574,RUB
018/A/NBP/2019,2019-01-25,0.0573,RUB
019/A/NBP/2019,2019-01-28,0.057,RUB
020/A/NBP/2019,2019-01-29,0.0566,RUB
021/A/NBP/2019,2019-01-30,0.0569,RUB
022/A/NBP/2019,2019-01-31,0.0572,RUB
023/A/NBP/2019,2019-02-01,0.0568,RUB
024/A/NBP/2019,2019-02-04,0.057,RUB
025/A/NBP/2019,2019-02-05,0.0573,RUB
026/A/NBP/2019,2019-02-06,0.0574,RUB
027/A/NBP/2019,2019-02-07,0.0574,RUB
028/A/NBP/2019,2019-02-08,0.0576,RUB
029/A/NBP/2019,2019-02-11,0.0581,RUB
030/A/NBP/2019,2019-02-12,0.0584,RUB
031/A/NBP/2019,2019-02-13,0.0582,RUB
032/A/NBP/2019,2019-02-14,0.0577,RUB
033/A/NBP/2019,2019-02-15,0.0575,RUB
