no,effectiveDate,mid,exchange_rate
161/A/NBP/2020,2020-08-19,0.0501,RUB
162/A/NBP/2020,2020-08-20,0.0503,RUB
163/A/NBP/2020,2020-08-21,0.0501,RUB
164/A/NBP/2020,2020-08-24,0.0502,RUB
165/A/NBP/2020,2020-08-25,0.0497,RUB
166/A/NBP/2020,2020-08-26,0.0493,RUB
167/A/NBP/2020,2020-08-27,0.0497,RUB
168/A/NBP/2020,2020-08-28,0.0497,RUB
169/A/NBP/2020,2020-08-31,0.05,RUB
170/A/NBP/2020,2020-09-01,0.0499,RUB
171/A/NBP/2020,2020-09-02,0.0502,RUB
172/A/NBP/2020,2020-09-03,0.0496,RUB
173/A/NBP/2020,2020-09-04,0.05,RUB
174/A/NBP/2020,2020-09-07,0.0498,RUB
175/A/NBP/2020,2020-09-08,0.0495,RUB
176/A/NBP/2020,2020-09-09,0.0498,RUB
177/A/NBP/2020,2020-09-10,0.0498,RUB
178/A/NBP/2020,2020-09-11,0.0501,RUB
179/A/NBP/2020,2020-09-14,0.0501,RUB
180/A/NBP/2020,2020-09-15,0.0498,RUB
181/A/NBP/2020,2020-09-16,0.0501,RUB
182/A/NBP/2020,2020-09-17,0.0501,RUB
183/A/NBP/2020,2020-09-18,0.0501,RUB
184/A/NBP/2020,2020-09-21,0.0497,RUB
185/A/NBP/2020,2020-09-22,0.0503,RUB
186/A/NBP/2020,2020-09-23,0.0504,RUB
187/A/NBP/2020,2020-09-24,0.0502,RUB
188/A/NBP/2020,2020-09-25,0.0507,RUB
189/A/NBP/2020,2020-09-28,0.0496,RUB
190/A/NBP/2020,2020-09-29,0.0492,RUB
191/A/NBP/2020,2020-09-30,0.0493,RUB
192/A/NBP/2020,2020-10-01,0.0498,RUB
193/A/NBP/2020,2020-10-02,0.0489,RUB
194/A/NBP/2020,2020-10-05,0.0488,RUB
195/A/NBP/2020,2020-10-06,0.0486,RUB
196/A/NBP/2020,2020-10-07,0.0488,RUB
197/A/NBP/2020,2020-10-08,0.0489,RUB
198/A/NBP/2020,2020-10-09,0.0492,RUB
199/A/NBP/2020,2020-10-12,0.0492,RUB
200/A/NBP/2020,2020-10-13,0.0492,RUB
201/A/NBP/2020,2020-10-14,0.0496,RUB
202/A/NBP/2020,2020-10-15,0.0498,RUB
203/A/NBP/2020,2020-10-16,0.05,RUB
204/A/NBP/2020,2020-10-19,0.0498,RUB
205/A/NBP/2020,2020-10-20,0.05,RUB
206/A/NBP/2020,2020-10-21,0.0502,RUB
207/A/NBP/2020,2020-10-22,0.0502,RUB
208/A/NBP/2020,2020-10-23,0.0507,RUB
209/A/NBP/2020,2020-10-26,0.0507,RUB
210/A/NBP/2020,2020-10-27,0.0507,RUB
211/A/NBP/2020,2020-10-28,0.0503,RUB
212/A/NBP/2020,2020-10-29,0.0498,RUB
213/A/NBP/2020,2020-10-30,0.05,RUB
214/A/NBP/2020,2020-11-02,0.0492,RUB
215/A/NBP/2020,2020-11-03,0.0491,RUB
216/A/NBP/2020,2020-11-04,0.0493,RUB
217/A/NBP/2020,2020-11-05,0.0494,RUB
218/A/NBP/2020,2020-11-06,0.0492,RUB
219/A/NBP/2020,2020-11-09,0.049,RUB
220/A/NBP/2020,2020-11-10,0.05,RUB
221/A/NBP/2020,2020-11-12,0.0494,RUB
222/A/NBP/2020,2020-11-13,0.0492,RUB
223/A/NBP/2020,2020-11-16,0.0491,RUB
224/A/NBP/2020,2020-11-17,0.0495,RUB
225/A/NBP/2020,2020-11-18,0.0497,RUB
226/A/NBP/2020,2020-11-19,0.0495,RUB
227/A/NBP/2020,2020-11-20,0.0494,RUB
228/A/NBP/2020,2020-11-23,0.0496,RUB
229/A/NBP/2020,2020-11-24,0.0496,RUB
230/A/NBP/2020,2020-11-25,0.0498,RUB
231/A/NBP/2020,2020-11-26,0.0497,RUB
232/A/NBP/2020,2020-11-27,0.0496,RUB
233/A/NBP/2020,2020-11-30,0.0491,RUB
234/A/NBP/2020,2020-12-01,0.0491,RUB
235/A/NBP/2020,2020-12-02,0.049,RUB
236/A/NBP/2020,2020-12-03,0.0493,RUB
237/A/NBP/2020,2020-12-04,0.0495,RUB
238/A/NBP/2020,2020-12-07,0.0497,RUB
239/A/NBP/2020,2020-12-08,0.0503,RUB
240/A/NBP/2020,2020-12-09,0.05,RUB
241/A/NBP/2020,2020-12-10,0.0498,RUB
242/A/NBP/2020,2020-12-11,0.05,RUB
243/A/NBP/2020,2020-12-14,0.0501,RUB
244/A/NBP/2020,2020-12-15,0.0498,RUB
245/A/NBP/2020,2020-12-16,0.0496,RUB
246/A/NBP/2020,2020-12-17,0.0498,RUB
247/A/NBP/2020,2020-12-18,0.0494,RUB
248/A/NBP/2020,2020-12-21,0.0494,RUB
249/A/NBP/2020,2020-12-22,0.0489,RUB
250/A/NBP/2020,2020-12-23,0.049,RUB
251/A/NBP/2020,2020-12-24,0.0495,RUB
252/A/NBP/2020,2020-12-28,0.0497,RUB
253/A/NBP/2020,2020-12-29,0.05,RUB
254/A/NBP/2020,2020-12-30,0.0496,RUB
255/A/NBP/2020,2020-12-31,0.0501,RUB
001/A/NBP/2020,2020-01-02,3.8,USD
002/A/NBP/2020,2020-01-03,3.8213,USD
003/A/NBP/2020,2020-01-07,3.7861,USD
004/A/NBP/2020,2020-01-08,3.8123,USD
005/A/NBP/2020,2020-01-09,3.8251,USD
006/A/NBP/2020,2020-01-10,3.8272,USD
007/A/NBP/2020,2020-01-13,3.8101,USD
008/A/NBP/2020,2020-01-14,3.8019,USD
009/A/NBP/2020,2020-01-15,3.7992,USD
010/A/NBP/2020,2020-01-16,3.7968,USD
011/A/NBP/2020,2020-01-17,3.8053,USD
012/A/NBP/2020,2020-01-20,3.8277,USD
013/A/NBP/2020,2020-01-21,3.8284,USD
014/A/NBP/2020,2020-01-22,3.8202,USD
015/A/NBP/2020,2020-01-23,3.8308,USD
016/A/NBP/2020,2020-01-24,3.8475,USD
017/A/NBP/2020,2020-01-27,3.8725,USD
018/A/NBP/2020,2020-01-28,3.8844,USD
019/A/NBP/2020,2020-01-29,3.8871,USD
020/A/NBP/2020,2020-01-30,3.8856,USD
021/A/NBP/2020,2020-01-31,3.8999,USD
022/A/NBP/2020,2020-02-03,3.8864,USD
023/A/NBP/2020,2020-02-04,3.8773,USD
024/A/NBP/2020,2020-02-05,3.8654,USD
025/A/NBP/2020,2020-02-06,3.8672,USD
026/A/NBP/2020,2020-02-07,3.8947,USD
027/A/NBP/2020,2020-02-10,3.8996,USD
028/A/NBP/2020,2020-02-11,3.9041,USD
029/A/NBP/2020,2020-02-12,3.901,USD
030/A/NBP/2020,2020-02-13,3.9104,USD
031/A/NBP/2020,2020-02-14,3.9098,USD
032/A/NBP/2020,2020-02-17,3.9189,USD
033/A/NBP/2020,2020-02-18,3.9448,USD
034/A/NBP/2020,2020-02-19,3.9556,USD
035/A/NBP/2020,2020-02-20,3.9621,USD
036/A/NBP/2020,2020-02-21,3.9623,USD
037/A/NBP/2020,2020-02-24,3.9772,USD
038/A/NBP/2020,2020-02-25,3.9624,USD
039/A/NBP/2020,2020-02-26,3.9573,USD
040/A/NBP/2020,2020-02-27,3.9413,USD
041/A/NBP/2020,2020-02-28,3.9255,USD
042/A/NBP/2020,2020-03-02,3.9023,USD
043/A/NBP/2020,2020-03-03,3.8804,USD
044/A/NBP/2020,2020-03-04,3.8536,USD
045/A/NBP/2020,2020-03-05,3.8479,USD
046/A/NBP/2020,2020-03-06,3.8231,USD
047/A/NBP/2020,2020-03-09,3.7899,USD
048/A/NBP/2020,2020-03-10,3.8058,USD
049/A/NBP/2020,2020-03-11,3.8186,USD
050/A/NBP/2020,2020-03-12,3.8642,USD
051/A/NBP/2020,2020-03-13,3.9067,USD
052/A/NBP/2020,2020-03-16,3.9231,USD
053/A/NBP/2020,2020-03-17,4.046,USD
054/A/NBP/2020,2020-03-18,4.0749,USD
055/A/NBP/2020,2020-03-19,4.2421,USD
056/A/NBP/2020,2020-03-20,4.24,USD
057/A/NBP/2020,2020-03-23,4.2654,USD
058/A/NBP/2020,2020-03-24,4.2421,USD
059/A/NBP/2020,2020-03-25,4.222,USD
060/A/NBP/2020,2020-03-26,4.1988,USD
061/A/NBP/2020,2020-03-27,4.1127,USD
062/A/NBP/2020,2020-03-30,4.0933,USD
063/A/NBP/2020,2020-03-31,4.1466,USD
064/A/NBP/2020,2020-04-01,4.1701,USD
065/A/NBP/2020,2020-04-02,4.1917,USD
066/A/NBP/2020,2020-04-03,4.2396,USD
067/A/NBP/2020,2020-04-06,4.2257,USD
068/A/NBP/2020,2020-04-07,4.1717,USD
069/A/NBP/2020,2020-04-08,4.1801,USD
070/A/NBP/2020,2020-04-09,4.1744,USD
071/A/NBP/2020,2020-04-10,4.1566,USD
072/A/NBP/2020,2020-04-14,4.1666,USD
073/A/NBP/2020,2020-04-15,4.1519,USD
074/A/NBP/2020,2020-04-16,4.1631,USD
075/A/NBP/2020,2020-04-17,4.1886,USD
076/A/NBP/2020,2020-04-20,4.1525,USD
077/A/NBP/2020,2020-04-21,4.1779,USD
078/A/NBP/2020,2020-04-22,4.1736,USD
079/A/NBP/2020,2020-04-23,4.2093,USD
080/A/NBP/2020,2020-04-24,4.2142,USD
081/A/NBP/2020,2020-04-27,4.1696,USD
082/A/NBP/2020,2020-04-28,4.184,USD
083/A/NBP/2020,2020-04-29,4.1807,USD
084/A/NBP/2020,2020-04-30,4.1729,USD
085/A/NBP/2020,2020-05-04,4.1646,USD
086/A/NBP/2020,2020-05-05,4.1927,USD
087/A/NBP/2020,2020-05-06,4.2022,USD
088/A/NBP/2020,2020-05-07,4.2162,USD
089/A/NBP/2020,2020-05-08,4.2065,USD
090/A/NBP/2020,2020-05-11,4.2126,USD
091/A/NBP/2020,2020-05-12,4.2095,USD
092/A/NBP/2020,2020-05-13,4.2111,USD
093/A/NBP/2020,2020-05-14,4.2269,USD
094/A/NBP/2020,2020-05-15,4.2135,USD
095/A/NBP/2020,2020-05-18,4.2224,USD
096/A/NBP/2020,2020-05-19,4.1645,USD
097/A/NBP/2020,2020-05-20,4.1619,USD
098/A/NBP/2020,2020-05-21,4.1346,USD
099/A/NBP/2020,2020-05-22,4.1503,USD
100/A/NBP/2020,2020-05-25,4.1428,USD
101/A/NBP/2020,2020-05-26,4.0885,USD
102/A/NBP/2020,2020-05-27,4.0504,USD
103/A/NBP/2020,2020-05-28,4.0244,USD
104/A/NBP/2020,2020-05-29,4.0031,USD
105/A/NBP/2020,2020-06-01,3.968,USD
106/A/NBP/2020,2020-06-02,3.9303,USD
107/A/NBP/2020,2020-06-03,3.9121,USD
108/A/NBP/2020,2020-06-04,3.9573,USD
109/A/NBP/2020,2020-06-05,3.9217,USD
110/A/NBP/2020,2020-06-08,3.9197,USD
111/A/NBP/2020,2020-06-09,3.9453,USD
112/A/NBP/2020,2020-06-10,3.918,USD
113/A/NBP/2020,2020-06-12,3.9299,USD
114/A/NBP/2020,2020-06-15,3.9413,USD
115/A/NBP/2020,2020-06-16,3.9058,USD
116/A/NBP/2020,2020-06-17,3.9532,USD
117/A/NBP/2020,2020-06-18,3.9589,USD
118/A/NBP/2020,2020-06-19,3.9741,USD
119/A/NBP/2020,2020-06-22,3.9667,USD
120/A/NBP/2020,2020-06-23,3.9311,USD
121/A/NBP/2020,2020-06-24,3.9395,USD
122/A/NBP/2020,2020-06-25,3.9623,USD
123/A/NBP/2020,2020-06-26,3.9697,USD
124/A/NBP/2020,2020-06-29,3.9656,USD
125/A/NBP/2020,2020-06-30,3.9806,USD
126/A/NBP/2020,2020-07-01,3.9591,USD
127/A/NBP/2020,2020-07-02,3.9528,USD
128/A/NBP/2020,2020-07-03,3.9764,USD
129/A/NBP/2020,2020-07-06,3.9588,USD
130/A/NBP/2020,2020-07-07,3.9689,USD
131/A/NBP/2020,2020-07-08,3.9666,USD
132/A/NBP/2020,2020-07-09,3.9486,USD
133/A/NBP/2020,2020-07-10,3.9646,USD
134/A/NBP/2020,2020-07-13,3.9564,USD
135/A/NBP/2020,2020-07-14,3.957,USD
136/A/NBP/2020,2020-07-15,3.9117,USD
137/A/NBP/2020,2020-07-16,3.9422,USD
138/A/NBP/2020,2020-07-17,3.9263,USD
139/A/NBP/2020,2020-07-20,3.8997,USD
140/A/NBP/2020,2020-07-21,3.8812,USD
141/A/NBP/2020,2020-07-22,3.8534,USD
142/A/NBP/2020,2020-07-23,3.806,USD
143/A/NBP/2020,2020-07-24,3.8029,USD
144/A/NBP/2020,2020-07-27,3.7643,USD
145/A/NBP/2020,2020-07-28,3.7532,USD
146/A/NBP/2020,2020-07-29,3.761,USD
147/A/NBP/2020,2020-07-30,3.7549,USD
148/A/NBP/2020,2020-07-31,3.7166,USD
149/A/NBP/2020,2020-08-03,3.7499,USD
150/A/NBP/2020,2020-08-04,3.7364,USD
151/A/NBP/2020,2020-08-05,3.7143,USD
152/A/NBP/2020,2020-08-06,3.724,USD
153/A/NBP/2020,2020-08-07,3.7302,USD
154/A/NBP/2020,2020-08-10,3.7393,USD
155/A/NBP/2020,2020-08-11,3.739,USD
156/A/NBP/2020,2020-08-12,3.7558,USD
157/A/NBP/2020,2020-08-13,3.7176,USD
158/A/NBP/2020,2020-08-14,3.7227,USD
159/A/NBP/2020,2020-08-17,3.7076,USD
160/A/NBP/2020,2020-08-18,3.6895,USD
161/A/NBP/2020,2020-08-19,3.6732,USD
162/A/NBP/2020,2020-08-20,3.7164,USD
163/A/NBP/2020,2020-08-21,3.7164,USD
164/A/NBP/2020,2020-08-24,3.7273,USD
165/A/NBP/2020,2020-08-25,3.7144,USD
166/A/NBP/2020,2020-08-26,3.7269,USD
167/A/NBP/2020,2020-08-27,3.7286,USD
168/A/NBP/2020,2020-08-28,3.6983,USD
169/A/NBP/2020,2020-08-31,3.6924,USD
170/A/NBP/2020,2020-09-01,3.6707,USD
171/A/NBP/2020,2020-09-02,3.7191,USD
172/A/NBP/2020,2020-09-03,3.7337,USD
173/A/NBP/2020,2020-09-04,3.7533,USD
174/A/NBP/2020,2020-09-07,3.7666,USD
175/A/NBP/2020,2020-09-08,3.7652,USD
176/A/NBP/2020,2020-09-09,3.7871,USD
177/A/NBP/2020,2020-09-10,3.761,USD
178/A/NBP/2020,2020-09-11,3.7534,USD
179/A/NBP/2020,2020-09-14,3.7522,USD
180/A/NBP/2020,2020-09-15,3.7445,USD
181/A/NBP/2020,2020-09-16,3.7526,USD
182/A/NBP/2020,2020-09-17,3.7713,USD
183/A/NBP/2020,2020-09-18,3.7585,USD
184/A/NBP/2020,2020-09-21,3.7963,USD
185/A/NBP/2020,2020-09-22,3.8359,USD
186/A/NBP/2020,2020-09-23,3.8399,USD
187/A/NBP/2020,2020-09-24,3.8833,USD
188/A/NBP/2020,2020-09-25,3.9016,USD
189/A/NBP/2020,2020-09-28,3.9083,USD
190/A/NBP/2020,2020-09-29,3.9228,USD
191/A/NBP/2020,2020-09-30,3.8658,USD
192/A/NBP/2020,2020-10-01,3.8513,USD
193/A/NBP/2020,2020-10-02,3.8366,USD
194/A/NBP/2020,2020-10-05,3.8252,USD
195/A/NBP/2020,2020-10-06,3.818,USD
196/A/NBP/2020,2020-10-07,3.8126,USD
197/A/NBP/2020,2020-10-08,3.8175,USD
198/A/NBP/2020,2020-10-09,3.7913,USD
199/A/NBP/2020,2020-10-12,3.7927,USD
200/A/NBP/2020,2020-10-13,3.7932,USD
201/A/NBP/2020,2020-10-14,3.8301,USD
202/A/NBP/2020,2020-10-15,3.8904,USD
203/A/NBP/2020,2020-10-16,3.8976,USD
204/A/NBP/2020,2020-10-19,3.8761,USD
205/A/NBP/2020,2020-10-20,3.8926,USD
206/A/NBP/2020,2020-10-21,3.8706,USD
207/A/NBP/2020,2020-10-22,3.8734,USD
208/A/NBP/2020,2020-10-23,3.8665,USD
209/A/NBP/2020,2020-10-26,3.8759,USD
210/A/NBP/2020,2020-10-27,3.886,USD
211/A/NBP/2020,2020-10-28,3.9313,USD
212/A/NBP/2020,2020-10-29,3.9505,USD
213/A/NBP/2020,2020-10-30,3.9563,USD
214/A/NBP/2020,2020-11-02,3.9557,USD
215/A/NBP/2020,2020-11-03,3.9069,USD
216/A/NBP/2020,2020-11-04,3.8996,USD
217/A/NBP/2020,2020-11-05,3.8353,USD
218/A/NBP/2020,2020-11-06,3.8194,USD
219/A/NBP/2020,2020-11-09,3.7787,USD
220/A/NBP/2020,2020-11-10,3.8168,USD
221/A/NBP/2020,2020-11-12,3.7995,USD
222/A/NBP/2020,2020-11-13,3.8015,USD
223/A/NBP/2020,2020-11-16,3.7782,USD
224/A/NBP/2020,2020-11-17,3.7877,USD
225/A/NBP/2020,2020-11-18,3.7621,USD
226/A/NBP/2020,2020-11-19,3.7872,USD
227/A/NBP/2020,2020-11-20,3.7677,USD
228/A/NBP/2020,2020-11-23,3.7616,USD
229/A/NBP/2020,2020-11-24,3.7625,USD
230/A/NBP/2020,2020-11-25,3.7556,USD
231/A/NBP/2020,2020-11-26,3.7586,USD
232/A/NBP/2020,2020-11-27,3.7614,USD
233/A/NBP/2020,2020-11-30,3.7364,USD
234/A/NBP/2020,2020-12-01,3.7367,USD
235/A/NBP/2020,2020-12-02,3.7038,USD
236/A/NBP/2020,2020-12-03,3.6981,USD
237/A/NBP/2020,2020-12-04,3.6765,USD
238/A/NBP/2020,2020-12-07,3.7001,USD
239/A/NBP/2020,2020-12-08,3.6914,USD
240/A/NBP/2020,2020-12-09,3.6657,USD
241/A/NBP/2020,2020-12-10,3.6574,USD
242/A/NBP/2020,2020-12-11,3.663,USD
243/A/NBP/2020,2020-12-14,3.6548,USD
244/A/NBP/2020,2020-12-15,3.6554,USD
245/A/NBP/2020,2020-12-16,3.6334,USD
246/A/NBP/2020,2020-12-17,3.6254,USD
247/A/NBP/2020,2020-12-18,3.6322,USD
248/A/NBP/2020,2020-12-21,3.7082,USD
249/A/NBP/2020,2020-12-22,3.6921,USD
250/A/NBP/2020,2020-12-23,3.6919,USD
251/A/NBP/2020,2020-12-24,3.6981,USD
252/A/NBP/2020,2020-12-28,3.6639,USD
253/A/NBP/2020,2020-12-29,3.6778,USD
254/A/NBP/2020,2020-12-30,3.6901,USD
255/A/NBP/2020,2020-12-31,3.7584,USD
001/A/NBP/2021,2021-01-04,0.1739,CZK
002/A/NBP/2021,2021-01-05,0.1735,CZK
003/A/NBP/2021,2021-01-07,0.1718,CZK
004/A/NBP/2021,2021-01-08,0.1725,CZK
005/A/NBP/2021,2021-01-11,0.1728,CZK
006/A/NBP/2021,2021-01-12,0.1725,CZK
007/A/NBP/2021,2021-01-13,0.1729,CZK
008/A/NBP/2021,2021-01-14,0.1735,CZK
009/A/NBP/2021,2021-01-15,0.174,CZK
010/A/NBP/2021,2021-01-18,0.1735,CZK
011/A/NBP/2021,2021-01-19,0.1734,CZK
012/A/NBP/2021,2021-01-20,0.173,CZK
013/A/NBP/2021,2021-01-21,0.1735,CZK
014/A/NBP/2021,2021-01-22,0.1737,CZK
015/A/NBP/2021,2021-01-25,0.174,CZK
016/A/NBP/2021,2021-01-26,0.1741,CZK
017/A/NBP/2021,2021-01-27,0.1747,CZK
018/A/NBP/2021,2021-01-28,0.174,CZK
019/A/NBP/2021,2021-01-29,0.1743,CZK
020/A/NBP/2021,2021-02-01,0.1736,CZK
021/A/NBP/2021,2021-02-02,0.1735,CZK
022/A/NBP/2021,2021-02-03,0.1731,CZK
023/A/NBP/2021,2021-02-04,0.1734,CZK
024/A/NBP/2021,2021-02-05,0.174,CZK
025/A/NBP/2021,2021-02-08,0.1739,CZK
026/A/NBP/2021,2021-02-09,0.174,CZK
027/A/NBP/2021,2021-02-10,0.1732,CZK
028/A/NBP/2021,2021-02-11,0.1745,CZK
029/A/NBP/2021,2021-02-12,0.1748,CZK
030/A/NBP/2021,2021-02-15,0.1742,CZK
031/A/NBP/2021,2021-02-16,0.1747,CZK
032/A/NBP/2021,2021-02-17,0.1741,CZK
033/A/NBP/2021,2021-02-18,0.1735,CZK
034/A/NBP/2021,2021-02-19,0.1737,CZK
035/A/NBP/2021,2021-02-22,0.1733,CZK
036/A/NBP/2021,2021-02-23,0.1741,CZK
037/A/NBP/2021,2021-02-24,0.1741,CZK
038/A/NBP/2021,2021-02-25,0.1729,CZK
039/A/NBP/2021,2021-02-26,0.1727,CZK
040/A/NBP/2021,2021-03-01,0.1731,CZK
041/A/NBP/2021,2021-03-02,0.1734,CZK
042/A/NBP/2021,2021-03-03,0.1737,CZK
043/A/NBP/2021,2021-03-04,0.1738,CZK
044/A/NBP/2021,2021-03-05,0.1739,CZK
045/A/NBP/2021,2021-03-08,0.1738,CZK
046/A/NBP/2021,2021-03-09,0.1746,CZK
047/A/NBP/2021,2021-03-10,0.1744,CZK
048/A/NBP/2021,2021-03-11,0.1746,CZK
049/A/NBP/2021,2021-03-12,0.175,CZK
050/A/NBP/2021,2021-03-15,0.1752,CZK
051/A/NBP/2021,2021-03-16,0.1753,CZK
052/A/NBP/2021,2021-03-17,0.176,CZK
053/A/NBP/2021,2021-03-18,0.1768,CZK
054/A/NBP/2021,2021-03-19,0.1769,CZK
055/A/NBP/2021,2021-03-22,0.1767,CZK
056/A/NBP/2021,2021-03-23,0.1759,CZK
057/A/NBP/2021,2021-03-24,0.1759,CZK
058/A/NBP/2021,2021-03-25,0.1765,CZK
059/A/NBP/2021,2021-03-26,0.1773,CZK
060/A/NBP/2021,2021-03-29,0.178,CZK
061/A/NBP/2021,2021-03-30,0.178,CZK
062/A/NBP/2021,2021-03-31,0.1783,CZK
063/A/NBP/2021,2021-04-01,0.1771,CZK
064/A/NBP/2021,2021-04-02,0.176,CZK
065/A/NBP/2021,2021-04-06,0.1766,CZK
066/A/NBP/2021,2021-04-07,0.1768,CZK
067/A/NBP/2021,2021-04-08,0.1766,CZK
068/A/NBP/2021,2021-04-09,0.1749,CZK
069/A/NBP/2021,2021-04-12,0.1739,CZK
070/A/NBP/2021,2021-04-13,0.1751,CZK
071/A/NBP/2021,2021-04-14,0.1756,CZK
072/A/NBP/2021,2021-04-15,0.1755,CZK
073/A/NBP/2021,2021-04-16,0.1755,CZK
074/A/NBP/2021,2021-04-19,0.1753,CZK
075/A/NBP/2021,2021-04-20,0.1758,CZK
076/A/NBP/2021,2021-04-21,0.1757,CZK
077/A/NBP/2021,2021-04-22,0.1762,CZK
078/A/NBP/2021,2021-04-23,0.1764,CZK
079/A/NBP/2021,2021-04-26,0.1765,CZK
080/A/NBP/2021,2021-04-27,0.1763,CZK
081/A/NBP/2021,2021-04-28,0.1765,CZK
082/A/NBP/2021,2021-04-29,0.177,CZK
083/A/NBP/2021,2021-04-30,0.1766,CZK
084/A/NBP/2021,2021-05-04,0.1762,CZK
085/A/NBP/2021,2021-05-05,0.1769,CZK
086/A/NBP/2021,2021-05-06,0.1775,CZK
087/A/NBP/2021,2021-05-07,0.1778,CZK
088/A/NBP/2021,2021-05-10,0.1779,CZK
089/A/NBP/2021,2021-05-11,0.1782,CZK
090/A/NBP/2021,2021-05-12,0.178,CZK
091/A/NBP/2021,2021-05-13,0.1778,CZK
092/A/NBP/2021,2021-05-14,0.1776,CZK
093/A/NBP/2021,2021-05-17,0.1778,CZK
094/A/NBP/2021,2021-05-18,0.1779,CZK
095/A/NBP/2021,2021-05-19,0.1777,CZK
096/A/NBP/2021,2021-05-20,0.1771,CZK
097/A/NBP/2021,2021-05-21,0.1764,CZK
098/A/NBP/2021,2021-05-24,0.1765,CZK
099/A/NBP/2021,2021-05-25,0.1763,CZK
100/A/NBP/2021,2021-05-26,0.1762,CZK
101/A/NBP/2021,2021-05-27,0.1765,CZK
102/A/NBP/2021,2021-05-28,0.176,CZK
103/A/NBP/2021,2021-05-31,0.1757,CZK
104/A/NBP/2021,2021-06-01,0.1758,CZK
105/A/NBP/2021,2021-06-02,0.1755,CZK
106/A/NBP/2021,2021-06-04,0.1757,CZK
107/A/NBP/2021,2021-06-07,0.1754,CZK
108/A/NBP/2021,2021-06-08,0.1757,CZK
109/A/NBP/2021,2021-06-09,0.1754,CZK
110/A/NBP/2021,2021-06-10,0.1761,CZK
111/A/NBP/2021,2021-06-11,0.1768,CZK
112/A/NBP/2021,2021-06-14,0.1769,CZK
113/A/NBP/2021,2021-06-15,0.178,CZK
114/A/NBP/2021,2021-06-16,0.1779,CZK
115/A/NBP/2021,2021-06-17,0.1778,CZK
116/A/NBP/2021,2021-06-18,0.1784,CZK
117/A/NBP/2021,2021-06-21,0.1777,CZK
118/A/NBP/2021,2021-06-22,0.1776,CZK
119/A/NBP/2021,2021-06-23,0.1777,CZK
120/A/NBP/2021,2021-06-24,0.1787,CZK
121/A/NBP/2021,2021-06-25,0.1771,CZK
122/A/NBP/2021,2021-06-28,0.1769,CZK
123/A/NBP/2021,2021-06-29,0.1772,CZK
124/A/NBP/2021,2021-06-30,0.1773,CZK
125/A/NBP/2021,2021-07-01,0.1773,CZK
126/A/NBP/2021,2021-07-02,0.1769,CZK
127/A/NBP/2021,2021-07-05,0.1763,CZK
128/A/NBP/2021,2021-07-06,0.1759,CZK
129/A/NBP/2021,2021-07-07,0.1762,CZK
130/A/NBP/2021,2021-07-08,0.1758,CZK
131/A/NBP/2021,2021-07-09,0.1764,CZK
132/A/NBP/2021,2021-07-12,0.1768,CZK
133/A/NBP/2021,2021-07-13,0.1779,CZK
134/A/NBP/2021,2021-07-14,0.1786,CZK
135/A/NBP/2021,2021-07-15,0.1791,CZK
136/A/NBP/2021,2021-07-16,0.1797,CZK
137/A/NBP/2021,2021-07-19,0.1791,CZK
138/A/NBP/2021,2021-07-20,0.1793,CZK
139/A/NBP/2021,2021-07-21,0.1789,CZK
140/A/NBP/2021,2021-07-22,0.1786,CZK
141/A/NBP/2021,2021-07-23,0.1781,CZK
142/A/NBP/2021,2021-07-26,0.1782,CZK
143/A/NBP/2021,2021-07-27,0.1786,CZK
144/A/NBP/2021,2021-07-28,0.1789,CZK
145/A/NBP/2021,2021-07-29,0.1796,CZK
146/A/NBP/2021,2021-07-30,0.1795,CZK
147/A/NBP/2021,2021-08-02,0.1789,CZK
148/A/NBP/2021,2021-08-03,0.1786,CZK
149/A/NBP/2021,2021-08-04,0.1787,CZK
150/A/NBP/2021,2021-08-05,0.1793,CZK
151/A/NBP/2021,2021-08-06,0.1792,CZK
152/A/NBP/2021,2021-08-09,0.1798,CZK
153/A/NBP/2021,2021-08-10,0.1799,CZK
154/A/NBP/2021,2021-08-11,0.1806,CZK
155/A/NBP/2021,2021-08-12,0.1806,CZK
156/A/NBP/2021,2021-08-13,0.1801,CZK
157/A/NBP/2021,2021-08-16,0.1798,CZK
158/A/NBP/2021,2021-08-17,0.1795,CZK
159/A/NBP/2021,2021-08-18,0.1787,CZK
160/A/NBP/2021,2021-08-19,0.1798,CZK
161/A/NBP/2021,2021-08-20,0.1799,CZK
162/A/NBP/2021,2021-08-23,0.1795,CZK
163/A/NBP/2021,2021-08-24,0.1794,CZK
164/A/NBP/2021,2021-08-25,0.1789,CZK
165/A/NBP/2021,2021-08-26,0.179,CZK
166/A/NBP/2021,2021-08-27,0.1793,CZK
167/A/NBP/2021,2021-08-30,0.1787,CZK
168/A/NBP/2021,2021-08-31,0.1777,CZK
169/A/NBP/2021,2021-09-01,0.1775,CZK
170/A/NBP/2021,2021-09-02,0.178,CZK
171/A/NBP/2021,2021-09-03,0.1777,CZK
172/A/NBP/2021,2021-09-06,0.1779,CZK
173/A/NBP/2021,2021-09-07,0.1779,CZK
174/A/NBP/2021,2021-09-08,0.1779,CZK
175/A/NBP/2021,2021-09-09,0.1784,CZK
176/A/NBP/2021,2021-09-10,0.1796,CZK
177/A/NBP/2021,2021-09-13,0.1792,CZK
178/A/NBP/2021,2021-09-14,0.1793,CZK
